id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated
new_마우스_001,마우스,Mouse,drama,이승기;이희준;박주현,대방동 아파트 단지,아파트(주거지),서울 동작구 여의대방로44길 47,37.5099235104732,126.930418625519,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_002,마우스,Mouse,drama,이승기;이희준;박주현,정릉동 마을(구동 지구 촬영지),동네/거리,서울 성북구 보국문로29마길 12,37.6143101367766,126.999644355728,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_003,마우스,Mouse,drama,이승기;이희준;박주현,본이 할머니 집,주택,서울 성북구 보국문로29마길 24,37.6139187466038,126.999460873293,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_004,마우스,Mouse,drama,이승기;이희준;박주현,정바름(정재훈)의 집,주택,서울 성북구 보국문로29바길 6,37.6145081634441,126.998376490921,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_005,마우스,Mouse,drama,이승기;이희준;박주현,서울방배경찰서,경찰서,서울 서초구 방배천로 54,37.4813549867658,126.982858178461,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_006,마우스,Mouse,drama,이승기;이희준;박주현,성남시청,관공서(병원 로비 촬영),경기 성남시 중원구 성남대로 997,37.4200218720325,127.126586301128,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_007,마우스,Mouse,drama,이승기;이희준;박주현,인천함찬종합병원,병원,인천 남동구 논현로 72,37.4010623210134,126.714686842521,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_008,마우스,Mouse,drama,이승기;이희준;박주현,응급센터 촬영 세트장,스튜디오/세트장,경기 파주시 탄현면 새오리로286번길 48-70,37.8040570125946,126.693139276293,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_009,마우스,Mouse,drama,이승기;이희준;박주현,조이매드 스튜디오,스튜디오,경기 파주시 파주읍 봉서산로 245,37.833299848007,126.803485371702,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_010,마우스,Mouse,drama,이승기;이희준;박주현,구 장흥교도소,교도소,전남 장흥군 장흥읍 원도리 191,34.6873032505802,126.91330421771,,,,https://koreandramalocation.com/mouse,2026-07-30
new_마우스_011,마우스,Mouse,drama,이승기;이희준;박주현,고양시 장항동 촬영지,야외 촬영지,경기 고양시 일산동구 장항동 652-33,37.6502782897011,126.756021654171,,,,https://koreandramalocation.com/mouse,2026-07-30
