id,title,place_name,place_address,scene_description
st_02910,나의아저씨,전주식당,인천 제물포구 화도진로43번길 3,
st_02911,나의아저씨,송현근린공원,인천 제물포구 안송로103번길 13,
st_02912,나의아저씨,송현동집,인천 제물포구 안송로95번길 12-13,
st_02913,나의아저씨,대전슈퍼,인천 제물포구 안송로 70,
st_02914,나의아저씨,새마을금고,인천 제물포구 솔빛로91번길 7,
st_02915,나의아저씨,숭의동집1,인천 미추홀구 우각로152번길 6,
st_02916,나의아저씨,숭의동집2,인천 미추홀구 우각로152번길 18,
st_02917,나의아저씨,송림동집,인천 제물포구 우각로147번길 16-1,
st_02919,나의아저씨,명인빌딩,인천 미추홀구 소성로185번길 28,
st_02920,나의아저씨,너없는이곳너없는하루,인천 미추홀구 학익소로 62,
st_02921,나의아저씨,미니스톱,인천 미추홀구 학익소로 63,
st_02922,나의아저씨,연안아파트상가,인천 제물포구 축항대로 234,
st_02923,나의아저씨,무지개약국,인천 연수구 새말로 31,
st_02924,나의아저씨,사당,서울 동작구 동작대로1길 30,
st_02926,나의아저씨,신덕맨션,서울 마포구 만리재옛길 30,
st_02931,나의아저씨,서울 영등포구,서울 영등포구 신길동 23-2,
st_02932,나의아저씨,갈월동지하차도,서울 용산구 갈월동 69-62,
st_02933,나의아저씨,서울 용산구,서울 용산구 새창로 102-1,
st_02934,나의아저씨,본죽,서울 용산구 새창로 108-1,
st_02935,나의아저씨,풍전아파트 (Pungjeon Apt),서울 용산구 원효로4가 112-3,
st_02938,나의아저씨,카페에스크,서울 용산구 이촌로29길 11,
st_02941,나의아저씨,숙대입구역,서울 용산구 한강대로 286-1,
st_02945,나의아저씨,청기와양복점,서울 은평구 통일로 697,
st_02946,나의아저씨,남영빌딩,서울 은평구 통일로 697,
st_02947,나의아저씨,서울 은평구,서울 은평구 통일로 699,
st_02951,나의아저씨,미니스톱,서울 종로구 새문안로5가길 3-1,
st_02952,나의아저씨,서울 도렴동,서울 종로구 새문안로5길 31,
st_02953,나의아저씨,센터포인트빌딩,서울 종로구 새문안로5길 31,
st_11605,약한영웅2,신월동쓰리팝PC방,서울 양천구 곰달래로 48,
st_11606,약한영웅2,CU신월하나점(폐업),서울 양천구 곰달래로 46,
st_11607,약한영웅2,한성상가,서울 구로구 경인로55길 51,
st_11608,약한영웅2,미래산업 잭,서울 구로구 신도림로15길 21-9,
st_11609,약한영웅2,삼진기업주변,서울 구로구 신도림로15길 20,
st_11610,약한영웅2,헤이피피 홍대점,서울 마포구 와우산로17길 19-11,
st_11611,약한영웅2,클럽엑스엑스2,서울 마포구 와우산로17길 10,
st_11612,약한영웅2,어울마당로,서울 마포구 서교동 365-28,
st_11613,약한영웅2,영등포경찰서,서울 영등포구 국회대로 608,
st_11614,약한영웅2,영등포경찰서앞,서울 영등포구 국회대로 608,
st_11615,약한영웅2,이앤비하이코,서울 영등포구 버드나루로8길 12,
st_11616,약한영웅2,영등포로,서울 영등포구 영등포로 379-1,
st_11617,약한영웅2,밤동산지하보도,서울 영등포구 신길동 5-8,
st_11618,약한영웅2,영등포로67가길,서울 영등포구 영등포로79길 9,
st_11619,약한영웅2,영등포로79가길,서울 영등포구 영등포로79가길 12,
st_11620,약한영웅2,이레아키빌,서울 영등포구 영등포로86길 28,
st_11621,약한영웅2,쓰리팝PC카페대방점,서울 동작구 등용로 123,
st_11622,약한영웅2,노량진로26길,서울 동작구 노량진로26길 57,
st_11623,약한영웅2,문배동이안아파트앞 정류장,서울 용산구 청파로 205-6,
st_11624,약한영웅2,멕시칸치킨 효창중앙점,서울 용산구 효창원로69길 5,
st_11625,약한영웅2,효창원로69길,서울 용산구 효창원로69길 15,
st_11626,약한영웅2,서울역사박물관,서울 종로구 새문안로 55,
st_11627,약한영웅2,중랑천 농구장,서울 도봉구 도봉동 2-6,
st_11628,약한영웅2,중대로 횡단보도,서울 송파구 중대로 192,
st_11629,약한영웅2,송파사회복지관.성요셉성당 정류장,서울 송파구 문정로 221,
st_11630,약한영웅2,거마로7길,서울 송파구 거마로7길 44,
st_11631,약한영웅2,강동경희대학교의대병원,서울 강동구 동남로 892,
st_11632,약한영웅2,인천공항,인천 영종구 공항로 271,
st_11633,약한영웅2,인천하늘고등학교,인천 영종구 영종대로277번길 117,
st_11634,약한영웅2,송도트리플스트리트,인천 연수구 송도과학로16번길 33-2,
st_11635,약한영웅2,성사교회,경기 고양시 덕양구 충장로350번길 99,
st_11636,약한영웅2,뉴대성병원,경기 부천시 원미구 심곡1동 110-6,
st_11637,약한영웅2,로얄볼링장,경기 하남시 신장로 179,
st_11638,약한영웅2,이디야커피 하남덕풍초교점,경기 하남시 신장로 200,
st_11639,약한영웅2,대전시민천문대 주차장,대전 유성구 과학로 213-48,
st_11640,약한영웅2,한남대학교,대전 대덕구 한남로 70,
st_11641,약한영웅2,우송대학교 동캠퍼스,대전 동구 백룡로 59,
st_11642,약한영웅2,오랑1길 육교,대전 서구 대신2길 49,
st_11643,약한영웅2,육교앞,대전 서구 대신2길 49,
st_11644,약한영웅2,대전대신고등학교,대전 서구 오량1길 98,
