id,title,place_name,place_address
st_06371,멋진신세계,마곡중앙로,서울 강서구 마곡동 767-2
st_06372,멋진신세계,놋다리문화공원,서울 강서구 마곡동 790-6
st_06373,멋진신세계,디와이피엔에프 마곡사옥,서울 강서구 마곡중앙8로7길 39
st_06374,멋진신세계,월드컵북로(4단지앞),서울 마포구 상암동 1715
st_06375,멋진신세계,서강대교,서울 영등포구 여의도동 83-1
st_06376,멋진신세계,켄싱턴호텔 여의도 뉴욕뉴욕,서울 영등포구 국회대로76길 16
st_06377,멋진신세계,의사당대로,서울 영등포구 의사당대로 26
st_06378,멋진신세계,파리바게뜨 KBS여의도점,서울 영등포구 의사당대로 26
st_06379,멋진신세계,여의도IFC,서울 영등포구 국제금융로 10
st_06380,멋진신세계,스위치22 여의도점,서울 영등포구 여의대로 108
st_06382,멋진신세계,여의도한강공원,서울 영등포구 한강남자전거길 1451
st_06383,멋진신세계,한강에서만난인어공주,서울 영등포구 한강남자전거길 1451
st_06385,멋진신세계,GS25 문래승호점,서울 영등포구 경인로77길 14
st_06386,멋진신세계,경인로74길,서울 영등포구 문래동1가 86-1
st_06387,멋진신세계,대림동 우리시장,서울 영등포구 도림로64길 16-1
st_06389,멋진신세계,아울렛DC백화점,서울 금천구 독산로85길 22
st_06390,멋진신세계,현충로 육교,서울 동작구 흑석동 172-5
st_06391,멋진신세계,르다,서울 용산구 올림픽대로 2085-96
st_06392,멋진신세계,리버힐스파 웰니스센터,서울 용산구 유엔빌리지3길 183
st_06394,멋진신세계,용산아이파크몰 달주차장,서울 용산구 한강대로23길 55
st_06395,멋진신세계,열정갈비 본점,서울 용산구 백범로90라길 31
st_06396,멋진신세계,남산타워,서울 용산구 용산동2가 산 1-3
st_06397,멋진신세계,반얀트리 클럽 앤 스파 서울,서울 중구 장충단로 60
st_06399,멋진신세계,덕수궁,서울 중구 세종대로 99
st_06400,멋진신세계,덕수궁돌담길,서울 중구 정동 34-22
st_06401,멋진신세계,스테이트타워 남산,서울 중구 퇴계로 100
st_06402,멋진신세계,남산케이블카,서울 중구 소파로 83
st_06403,멋진신세계,삼순이계단,서울 중구 소파로 46
st_06404,멋진신세계,어글리베이커스베이글 신당 본점,서울 중구 다산로40길 17
st_06405,멋진신세계,종로12길,서울 종로구 청계천로 71
st_06409,멋진신세계,세종대로 사거리,서울 종로구 세종로 1-78
st_06410,멋진신세계,KT광화문빌딩,서울 종로구 세종대로 178
st_06411,멋진신세계,편안한집,서울 종로구 북촌로 133
st_06415,멋진신세계,서순라길,서울 종로구 서순라길 149
st_06416,멋진신세계,약령중앙로,서울 동대문구 약령중앙로 23-2
st_06417,멋진신세계,인생한의원,서울 동대문구 약령동길 27
st_06418,멋진신세계,약령중앙로4길,서울 동대문구 약령동길 38
st_06421,멋진신세계,벨레어 청담,서울 강남구 선릉로152길 30
st_06422,멋진신세계,오프닝,서울 강남구 도산대로34길 22
st_06423,멋진신세계,브링턴,서울 강남구 학동로42길 21
st_06424,멋진신세계,파크 하얏트 서울,서울 강남구 테헤란로 606
st_06425,멋진신세계,파크 하얏트 서울 더 팀버 하우스,서울 강남구 테헤란로 606
st_06426,멋진신세계,메종 드 플래터 스타시티서울 레스토랑,서울 강동구 구천면로 140
st_06427,멋진신세계,인천공항,인천 영종구 공항로 272
st_06428,멋진신세계,인천공항 2터미널,인천 영종구 운서동 2868
st_06430,멋진신세계,네스트호텔,인천 영종구 영종해안남로 19-5
st_06431,멋진신세계,인천시민애집,인천 제물포구 신포로39번길 74
st_06432,멋진신세계,서울이엔지 삼월주유소,인천 서해구 경제로 70
st_06433,멋진신세계,하얀김,인천 계양구 계산로111번길 7
st_06434,멋진신세계,계산시장입구,인천 계양구 계산시장길 24
st_06436,멋진신세계,히든가든,인천 연수구 넘말로79번길 58
st_06437,멋진신세계,인천타워대로,인천 연수구 송도동 29-14
st_06438,멋진신세계,컨벤시아대로,인천 연수구 해돋이로 130
st_06439,멋진신세계,샤머니짐 송도점,인천 연수구 컨벤시아대로 81
st_06440,멋진신세계,센트럴로,인천 연수구 센트럴로 194
st_06441,멋진신세계,양주한국병원,경기 양주시 화합로 1489
st_06442,멋진신세계,MBC문화동산,경기 양주시 만송로 394-104
st_06443,멋진신세계,명가,경기 양주시 장흥면 일영로 365-5
st_06444,멋진신세계,조이마당스튜디오,경기 파주시 파주읍 봉서산로 245
st_06446,멋진신세계,크리스찬메모리얼파크,경기 파주시 조리읍 홀작로 164
st_06447,멋진신세계,이마트 파주운정점,경기 파주시 한울로 123
st_06448,멋진신세계,SBS 일산제작센터,경기 고양시 일산서구 일현로 111
st_06450,멋진신세계,얼반웍스 스튜디오,경기 고양시 덕양구 호원길 3-2
st_06451,멋진신세계,가평대교,경기 가평군 설악면 사룡리 산 140
st_06452,멋진신세계,아난티코드,경기 가평군 설악면 유명로 1007-90
st_06453,멋진신세계,HJ매그놀리아국제병원,경기 가평군 설악면 미사리로 267-177
