id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated
new_마더_001,마더,Mother,drama,이보영;이혜영;허율,오정동 선교사촌(한남대학교 선교사촌),문화재/전통가옥,대전 대덕구 한남로 70,127.42550540929,36.3545067444102,,,극중 수진이 어릴 적 자란 보육원으로 등장한 촬영지,https://www.dbblog.co.kr/1061,2026-07-30
new_마더_002,마더,Mother,drama,이보영;이혜영;허율,남이섬,관광지/섬,강원특별자치도 춘천시 남산면 남이섬길 1,127.52521014329739,37.79144074509299,,,13화에서 수진과 혜나가 도피 중 방문한 장소,https://tvn.cjenm.com/ko/mother/episodes/,2026-07-30
new_마더_003,마더,Mother,drama,이보영;이혜영;허율,서산버드랜드(천수만 철새도래지),철새도래지,충남 서산시 부석면 천수만로 655-73,126.378401358524,36.6310953015444,,,,https://ko.wikipedia.org/wiki/마더_(2018년_드라마),2026-07-30
new_마더_004,마더,Mother,drama,이보영;이혜영;허율,국립산림과학원,연구기관,서울 동대문구 회기로 57,127.04391992943849,37.593339617077156,,,,https://ko.wikipedia.org/wiki/마더_(2018년_드라마),2026-07-30
new_마더_005,마더,Mother,drama,이보영;이혜영;허율,불은초등학교,초등학교,인천 강화군 불은면 불은남로544번길 9,126.487059220143,37.6834065540609,,,,https://ko.wikipedia.org/wiki/마더_(2018년_드라마),2026-07-30
new_마더_006,마더,Mother,drama,이보영;이혜영;허율,삼척항,항구,강원특별자치도 삼척시 정상동,129.190686803117,37.4355783508,,,,https://ko.wikipedia.org/wiki/마더_(2018년_드라마),2026-07-30
new_마더_007,마더,Mother,drama,이보영;이혜영;허율,롯데콘서트홀,콘서트홀,서울 송파구 올림픽로 300,127.10500067293846,37.513989875871125,,,,https://ko.wikipedia.org/wiki/마더_(2018년_드라마),2026-07-30
new_마더_008,마더,Mother,drama,이보영;이혜영;허율,무릉계곡관광지,계곡/관광지,강원특별자치도 동해시 삼화로 538,129.01937723543205,37.463467444794226,,,,https://ko.wikipedia.org/wiki/마더_(2018년_드라마),2026-07-30
new_마더_009,마더,Mother,drama,이보영;이혜영;허율,삼화사,사찰,강원특별자치도 동해시 삼화로 584,129.0142262988823,37.463564398828034,,,,https://ko.wikipedia.org/wiki/마더_(2018년_드라마),2026-07-30
new_마더_010,마더,Mother,drama,이보영;이혜영;허율,약천사,사찰,제주특별자치도 서귀포시 이어도로 293-28,126.449458505086,33.2462362179287,,,,https://ko.wikipedia.org/wiki/마더_(2018년_드라마),2026-07-30
