id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated
new_악의꽃_001,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,행복한유치원,유치원,경기 안산시 단원구 보배4길 10,37.3307635935104,126.829373449263,,,1화에서 백희성의 딸 백은하가 다니는 행복한유치원으로 등장하는 장면,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_002,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,독일약국,약국,서울 마포구 도화4길 19 지원빌딩 1층,37.5410675293711,126.951023454276,,,1화에서 공미자가 운영하는 독일약국으로 등장하는 장면,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_003,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,백희성 차지원 집,주택,서울 종로구 팔판길 13,37.5825613346848,126.980738496133,,,1화에서 백희성과 차지원 부부가 살고 있는 집으로 등장하는 장면,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_004,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,안산단원경찰서,경찰서,경기 안산시 단원구 화랑로 373,37.3219505315136,126.829573552814,,,1화에서 차지원이 근무하는 강수경찰서로 등장하는 실제 촬영지,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_005,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,북경원,중식당,서울 은평구 갈현로 271,37.6210376126716,126.916327380736,,,2화에서 살인사건이 발생하는 순길반점(중식당)으로 등장하는 장면,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_006,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,세운교,다리,서울 종로구 장사동 156-8,37.5686754395166,126.995732949522,,,2화에서 등장인물이 긴박하게 통화를 나누는 장면의 배경이 된 다리,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_007,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,용산꿈나무종합타운,복지시설,서울 용산구 백범로 329,37.5389037956572,126.965012154483,,,2화에서 강수 노인종합복지관 시설로 등장하는 장면의 배경,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_008,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,자하슈퍼(은하수슈퍼),슈퍼마켓,서울 종로구 자하문로42길 57,37.6002505491153,126.962806271568,,,2화에서 차지원의 어머니가 운영하는 슈퍼로 등장(현재 철거됨),https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_009,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,GVO 안산본점,카페,경기 안산시 상록구 석호공원로 73,37.3015879070542,126.851452156862,,,2화에서 백희성이 딸을 데려가는 카페펀으로 등장하는 장면,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_010,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,북촌로5나길,골목,서울 종로구 북촌로5나길 3-21,37.5819311037697,126.981968269619,,,4화에서 비 내리는 골목 처마 아래 추억을 회상하는 장면의 배경,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_011,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,고성 알프스리조트,리조트,강원 고성군 간성읍 흘리 106-28,38.2630887484813,128.377542340169,,,4화에서 도해수가 근무하는 직장으로 등장하는 장면(현재 폐업),https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_012,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,양도슈퍼,슈퍼마켓,인천 강화군 강화남로 718-20,37.6630124193948,126.421281374059,,,4화에서 시골 동네에 위치한 작은 슈퍼마켓으로 등장하는 장면,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
new_악의꽃_013,악의꽃,Flower of Evil,drama,이준기;문채원;장희진,길정YB낚시터,낚시터,인천 강화군 양도면 고려왕릉로 210-21,37.661811414336,126.467170839876,,,4화에서 인물들 간 격렬한 몸싸움이 벌어지는 낚시터 장면,https://traveltodrama.com/flower-of-evil-filming-locations-map/,2026-07-30
