id,youtube_url,video_title,channel,thumbnail_url,confidence
st_04198,https://www.youtube.com/watch?v=1jsWWjA3fMc,[에필로그] 김수현x김지원 결혼식 비디오에 담긴 서로를 향한 진심! #눈물의여왕 EP.1 | tvN 240309 방송,tvN DRAMA,https://i.ytimg.com/vi/1jsWWjA3fMc/hqdefault.jpg,mid
st_04199,,,,,
st_04200,https://www.youtube.com/watch?v=dCpxbo3I__k,(과거 회상) 헬기 타고 강림한 여신 클라쓰! 김수현x김지원의 애틋 러브스토리♡ #눈물의여왕 EP.1 | tvN 240309 방송,tvN DRAMA,https://i.ytimg.com/vi/dCpxbo3I__k/hqdefault.jpg,high
st_04201,https://www.youtube.com/watch?v=dCpxbo3I__k,(과거 회상) 헬기 타고 강림한 여신 클라쓰! 김수현x김지원의 애틋 러브스토리♡ #눈물의여왕 EP.1 | tvN 240309 방송,tvN DRAMA,https://i.ytimg.com/vi/dCpxbo3I__k/hqdefault.jpg,high
st_04202,https://www.youtube.com/watch?v=dCpxbo3I__k,(과거 회상) 헬기 타고 강림한 여신 클라쓰! 김수현x김지원의 애틋 러브스토리♡ #눈물의여왕 EP.1 | tvN 240309 방송,tvN DRAMA,https://i.ytimg.com/vi/dCpxbo3I__k/hqdefault.jpg,high
st_04203,https://www.youtube.com/watch?v=dCpxbo3I__k,(과거 회상) 헬기 타고 강림한 여신 클라쓰! 김수현x김지원의 애틋 러브스토리♡ #눈물의여왕 EP.1 | tvN 240309 방송,tvN DRAMA,https://i.ytimg.com/vi/dCpxbo3I__k/hqdefault.jpg,high
st_04204,https://www.youtube.com/watch?v=dCpxbo3I__k,(과거 회상) 헬기 타고 강림한 여신 클라쓰! 김수현x김지원의 애틋 러브스토리♡ #눈물의여왕 EP.1 | tvN 240309 방송,tvN DRAMA,https://i.ytimg.com/vi/dCpxbo3I__k/hqdefault.jpg,high
st_04205,https://www.youtube.com/watch?v=dCpxbo3I__k,(과거 회상) 헬기 타고 강림한 여신 클라쓰! 김수현x김지원의 애틋 러브스토리♡ #눈물의여왕 EP.1 | tvN 240309 방송,tvN DRAMA,https://i.ytimg.com/vi/dCpxbo3I__k/hqdefault.jpg,high
st_04206,,,,,
st_04207,,,,,
st_04208,,,,,
st_04209,https://www.youtube.com/watch?v=HcVEPaGWvuI,"백현우 면회 온 홍해인, 온통 해인 걱정 뿐인 현우에 자꾸만 요동치는 가슴 #눈물의여왕 EP.15 | tvN 240427 방송",tvN DRAMA,https://i.ytimg.com/vi/HcVEPaGWvuI/hqdefault.jpg,mid
st_04210,,,,,
st_04211,,,,,
st_04212,,,,,
st_04213,,,,,
st_04214,,,,,
st_04215,,,,,
st_04216,,,,,
st_04217,,,,,
st_04218,,,,,
st_04219,,,,,
st_04220,,,,,
st_04221,,,,,
st_04227,https://www.youtube.com/watch?v=SENC8_l-Toc,"고백 거절했던 홍해인, 몰래 반지 껴보다 백현우한테 들키다... (ft. 이불킥) #눈물의여왕 EP.12 | tvN 240414 방송",tvN DRAMA,https://i.ytimg.com/vi/SENC8_l-Toc/hqdefault.jpg,mid
st_04228,,,,,
st_04229,https://www.youtube.com/watch?v=6a23Ai8DmHo,재벌 며느리 김지원 덕에 김수현 고향 '용두리' 핫플 등극★ #눈물의여왕 EP.6 | tvN 240324 방송,tvN DRAMA,https://i.ytimg.com/vi/6a23Ai8DmHo/hqdefault.jpg,mid
st_04230,,,,,
st_04231,https://www.youtube.com/watch?v=nPSJxi7EWQA,"만능사기캐 김수현, 사기꾼 일당에 두뇌형🧠 복싱으로 단숨 제압🥊 #눈물의여왕 EP.10 | tvN 240407 방송",tvN DRAMA,https://i.ytimg.com/vi/nPSJxi7EWQA/hqdefault.jpg,high
st_04232,,,,,
