id,youtube_url,video_title,channel,thumbnail_url,confidence
st_04159,,,,,
st_04160,https://www.youtube.com/watch?v=1jsWWjA3fMc,[에필로그] 김수현x김지원 결혼식 비디오에 담긴 서로를 향한 진심! #눈물의여왕 EP.1 | tvN 240309 방송,tvN DRAMA,https://i.ytimg.com/vi/1jsWWjA3fMc/hqdefault.jpg,high
st_04161,,,,,
st_04162,,,,,
st_04163,https://www.youtube.com/watch?v=u4-VZFdSkc4,[#눈물의여왕 13화] 9천억이 왜 여기서 나와...?🌸 모슬희VS퀸즈가💥 홍만대 회장이 평생 악착같이 모은 돈의 주인은!?,디글 :Diggle,https://i.ytimg.com/vi/u4-VZFdSkc4/hqdefault.jpg,mid
st_04164,,,,,
st_04165,,,,,
st_04166,https://www.youtube.com/watch?v=cNvqKSUBBjY,[#눈물의여왕 5화] 재벌 3세 김지원 형편 어려운 줄 알고 돈 봉투 던진 시누이ㅋㅋㅋ 누나 단속하는 김수현과 액수 적다고 걱정하지 말라는 김지원의 티키타카😎,디글 :Diggle,https://i.ytimg.com/vi/cNvqKSUBBjY/hqdefault.jpg,high
st_04167,https://www.youtube.com/watch?v=AfCQDfC1fQU,"홍범자에게 솔직 고백 던진 순박한 용두리 총각 영송, 모쏠 탈출↖︎ #눈물의여왕 EP.16 | tvN 240428 방송",tvN DRAMA,https://i.ytimg.com/vi/AfCQDfC1fQU/hqdefault.jpg,mid
st_04168,https://www.youtube.com/watch?v=eOaeiEWD59E,"혼수상태에서 깨어난 홍만대, 통째로 잃어버린 기억?! #눈물의여왕 EP.11 | tvN 240413 방송",tvN DRAMA,https://i.ytimg.com/vi/eOaeiEWD59E/hqdefault.jpg,mid
st_04169,,,,,
st_04173,https://www.youtube.com/watch?v=97vMCFiQBQM,"김수현, 수상한 현금다발과 꽃다발의 행선지는 남모를 선행?! #눈물의여왕 EP.7 | tvN 240330 방송",tvN DRAMA,https://i.ytimg.com/vi/97vMCFiQBQM/hqdefault.jpg,high
st_04174,,,,,
st_04176,https://www.youtube.com/watch?v=Fui2pwI0ccY,"퀸즈家, 홍만대가 숨겨놓은 비자금 9천억 찾기 위해 위장잠입 출동→ #눈물의여왕 EP.11 | tvN 240413 방송",tvN DRAMA,https://i.ytimg.com/vi/Fui2pwI0ccY/hqdefault.jpg,mid
st_04179,https://www.youtube.com/watch?v=0rb1uaUtLFk,[#눈물의여왕] 온 우주가 도와주는 백홍 커플 프러포즈 타이밍..?💖 김지원이 전체 대관한 아쿠아리움에서 청혼하는 김수현ㅋㅋ | #백홍달콩,tvN DRAMA,https://i.ytimg.com/vi/0rb1uaUtLFk/hqdefault.jpg,high
st_04180,,,,,
st_04182,,,,,
st_04183,,,,,
st_04184,,,,,
st_04185,,,,,
st_04186,https://www.youtube.com/watch?v=oY7WJjOEL1w,"[에필로그] 어린 김수현, 과거 김지원에게 먼저 손 내밀어 준 인연 #눈물의여왕 EP.4 | tvN 240317 방송",tvN DRAMA,https://i.ytimg.com/vi/oY7WJjOEL1w/hqdefault.jpg,high
st_04187,https://www.youtube.com/watch?v=rWqHOkwK50c,[#눈물의여왕] 영숙아!!!!!!!! 김수현이 폭풍 성량으로 애타게 찾는 영숙이의 정체 ㅋㅋㅋ 김지원 말이라면 철석같이 다 믿는 아내바보 김수현💗 | #티전드,tvN D ENT,https://i.ytimg.com/vi/rWqHOkwK50c/hqdefault.jpg,high
st_04188,https://www.youtube.com/watch?v=TMFoLLKEBLs,"※시한부 통보※ 김지원, 단기 기억상실증에 치료 불가 희귀병 판정...! #눈물의여왕 EP.2 | tvN 240310 방송",tvN DRAMA,https://i.ytimg.com/vi/TMFoLLKEBLs/hqdefault.jpg,high
st_04189,https://www.youtube.com/watch?v=cHrDo2N8r1E,"김지원, 원인불명의 사고로 잃은 오빠에 대한 미안함과 죄책감 #눈물의여왕 EP.6 | tvN 240324 방송",tvN DRAMA,https://i.ytimg.com/vi/cHrDo2N8r1E/hqdefault.jpg,high
st_04191,https://www.youtube.com/watch?v=rT-AxOPNojk,"[기적엔딩] 백현우X홍해인, 당신과 함께 한 시간이 내 인생의 기적이었습니다 #눈물의여왕 EP.16 | tvN 240428 방송",tvN DRAMA,https://i.ytimg.com/vi/rT-AxOPNojk/hqdefault.jpg,mid
st_04192,,,,,
st_04193,,,,,
st_04194,https://www.youtube.com/watch?v=fbzICYnq--0,"백현우, 홍해인 옆자리 노리는 윤은성 향한 경고! (ft. 주먹 싸움🔥) #눈물의여왕 EP.11 | tvN 240413 방송",tvN DRAMA,https://i.ytimg.com/vi/fbzICYnq--0/hqdefault.jpg,mid
st_04195,https://www.youtube.com/watch?v=qyApy9Z1tI4,"※이혼 취소 프러포즈※ 백현우, 고백 맛집에서 홍해인에게 건넨 반지! #눈물의여왕 EP.12 | tvN 240414 방송",tvN DRAMA,https://i.ytimg.com/vi/qyApy9Z1tI4/hqdefault.jpg,high
st_04197,,,,,
