id,title,place_name,place_address,scene_description
st_05198,도깨비,인천아트플랫폼,인천 제물포구 제물량로218번길 3,14회에서 김신(공유)은 지은탁(김고은)은 한미서점에서 만난 후 이곳을 산책한다.
st_05199,도깨비,카페 화요일,인천 제물포구 신포로23번길 80,이동욱이 공유에게 사과를 한 장소
st_05200,도깨비,순보석,인천 제물포구 신포로 27,4화 배경에 짧게 등장하는 인천 신포동의 보석상 촬영지다.
st_05201,도깨비,제물포구락부,인천 제물포구 신포동 자유공원남로 25,이동욱이 공유에게 사과를 한 장소
st_05202,도깨비,인천 자유공원,인천 제물포구 자유공원남로 51,8화에서 김신(공유)과 지은탁(김고은)이 산책하러 왔다.
st_05203,도깨비,인천 중구 전동,인천 제물포구 전동로6번길 2-7,8화에서 도깨비(공유)가 어느 집 대문을 두드리는 골목 장면 촬영지다.
st_05204,도깨비,송현근린공원,인천 제물포구 솔빛로54번길 1,김고은 집 앞 골목 촬영지
st_05205,도깨비,송현근린공원 앞,인천 제물포구 송림동 182-159,2화 배경으로 등장한 인천 송현근린공원 앞 거리다.
st_05206,도깨비,한미서점,인천 제물포구 금곡로 7-1,"14회에서 김신(공유)과 지은탁(김고은)이 한미 서점에서 만난 후, 김신은 돌아왔지만 은탁은 기억을 잃었다."
st_05207,도깨비,배다리 헌책방 거리,인천 제물포구 금곡로 5-1,"14회에서 김신(공유)과 지은탁(김고은)이 한미 서점에서 만난 후, 김신은 돌아왔지만 은탁은 기억을 잃었다."
st_05208,도깨비,서흥초등학교 버스정류장,인천 제물포구 인중로 672,16화에서 버스정류장에 서 있는 왕여(이동욱) 앞을 지은탁이 지나가는 장면 촬영지.
st_05209,도깨비,송림휴먼시아,인천 제물포구 인중로716번길 8-10,14화에서 지은탁(김고은)이 길을 걷다 첫눈을 바라보는 장면의 배경이다.
st_05210,도깨비,금벨세탁,인천 제물포구 인중로716번길 1,"16화, 지은탁(김고은)이 아이들을 구하려 스스로 죽음을 택하는 골목 장면 배경."
st_05211,도깨비,파랑새 피아노학원,인천 제물포구 인중로716번길 6,16화에서 저승사자(이동욱)가 옥상에서 지은탁의 마지막을 지켜보는 장면 촬영지.
st_05212,도깨비,인천의료원,인천 제물포구 방축로 217,6화에서 삼신할매(이엘)가 병실에 누운 아이를 치료하는 장면 촬영지다.
st_05213,도깨비,인천의료원 앞 횡단보도,인천 제물포구 방축로 217,6화에서 저승사자가 횡단보도에서 망자를 기다리다 삼신할매와 스치는 장면.
st_05214,도깨비,투모로우시티 앞,인천 연수구 컨벤시아대로 204,14화에서 지은탁이 다니는 회사 앞에 벚꽃이 흩날리는 장면 촬영지다.
st_05215,도깨비,인천대입구역,인천 연수구 인천타워대로 155,1화 배경으로 도깨비와 저승사자가 등장하는 지하철역이다.
st_05216,도깨비,스마트밸리 지식산업센터,인천 연수구 송도미래로 30,8화에서 도깨비(공유)가 소매치기 사고를 막는 장면의 배경 건물이다.
st_05217,도깨비,미추홀타워,인천 연수구 송도동 갯벌로 12,8화에서 저승사자들이 버스정류장에 대기하는 장면의 배경 건물이다.
st_05218,도깨비,테크노어린이공원,인천 연수구 송도동 7-32,1화에서 저승사자(이동욱)가 등장하는 배경으로 나온 어린이공원이다.
st_05219,도깨비,아이즈빌아울렛 앞 청수사거리,인천 부평구 청천동 386-2,"7회에서 지은탁(김고은)과 김신(공유)는 이 곳에서 영화 부산행을 본다. 신은 좀비를 보고 화들짝 놀라고, 은탁은 매우 당황한다. 블로그에 따르면 이 장면은 영화관 9번 홀에서 촬영되었으며 두 캐릭터는 G행 6, 7번 좌석에 앉았다."
st_05220,도깨비,홈누리마트 부개점,인천 부평구 수변로57번길 9,3화에서 도깨비와 저승사자가 등장하는 배경으로 나온 마트다.
st_05221,도깨비,미광세탁소,서울 강남구 선릉로115길 27,10화에서 저승사자(이동욱)가 맡겨둔 모자를 찾으러 오는 세탁소로 등장.
st_05222,도깨비,BBQ,서울 강남구 일원로9길 8,2화에 등장하는 도깨비 세계관 속 치킨집 촬영지다.
st_05223,도깨비,달콤커피,서울 강남구 테헤란로 611,5화에서 써니가 이름을 묻자 저승사자가 자리를 뜨는 카페 장면 촬영지.
st_05224,도깨비,간데메공원,서울 동대문구 서울시립대로2길 59,8화에서 저승사자와 후배 저승사자가 놀이터에서 대화를 나누는 장면 촬영지.
st_05225,도깨비,환일고등학교,서울 마포구 환일길 48,7화에서 수능을 마친 지은탁(김고은)이 교문을 내려오는 장면 촬영지다.
st_05226,도깨비,신촌설렁탕앞,서울 서대문구 대신동 143-24,"10화에서 김신(공유)과 저승사자(이동욱)는 지은탁(김고은)을 위해 파(대파)를 사준 뒤 이 터널을 활주로를 걸었고, 오토바이 운전자가 그들 사이를 지나갔습니다."
st_05227,도깨비,토끼굴,서울 서대문구 신촌동 81-19,"10화에서 김신(공유)과 저승사자(이동욱)는 지은탁(김고은)을 위해 파(대파)를 사준 뒤 이 터널을 활주로를 걸었고, 오토바이 운전자가 그들 사이를 지나갔습니다."
st_05228,도깨비,베스킨라빈스,서울 서초구 강남대로 331,7화에서 태희와 데이트하던 지은탁을 저승사자가 찾아오는 아이스크림 가게.
st_05229,도깨비,옹근달,서울 성동구 성수이로7길 41-1,"지은탁(김고은)이 그릴의 불을 끄면서 실수로 김신(공유)을 부르고, 제인 오스틴 벽화 바로 앞에 그를 소환한다."
st_05230,도깨비,용답역다리,서울 성동구 용답길 86,3회에서 저승사자(이동욱 분)와 써니(유인나 분)의 첫 만남이 이 육교에서 벌어졌다.
st_05231,도깨비,홍익대부속중고등학교입구,서울 성북구 성북로 66,2화 배경으로 지은탁(김고은)이 등장하는 버스정류장이다.
st_05232,도깨비,서브웨이,서울 영등포구 국회대로62길 25,7화에서 도깨비와 지은탁이 샌드위치를 주문해 먹는 장면 촬영지다.
st_05233,도깨비,국회의사당옆길,서울 영등포구 의사당대로 1,9화에서 지은탁이 도깨비의 집을 나와 빗속 거리를 걷는 장면 촬영지.
st_05234,도깨비,재래식소금구이홍돈,서울 용산구 원효로48길 11-7,7화에서 저승사자(왕여)가 화장실에 가던 중 소매치기와 부딪히는 장면 촬영지.
st_05235,도깨비,퍼스트루머,서울 종로구 계동길 125,지은탁(김고은)이 다니던 학교이다.
