id,title,place_name,place_address,scene_description
st_04233,눈물의 여왕,잉카마야박물관캠핑장,경북 문경시 가은읍 전곡길 13-10,이국적인 분위기 속에서 여행하는 듯한 장면을 촬영한 곳
st_04234,눈물의 여왕,구랑리철로자전거,경북 문경시 마성면 구랑로 20,13화에서 백현우와 홍해인이 함께 자전거를 타며 서로에게 진심을 고백하는 장면
st_04235,눈물의 여왕,장군복싱클럽,경북 문경시 중앙10길 9,3화에서 퀸즈 복싱 체육관 배경으로 등장한 문경 장군복싱클럽
st_04236,눈물의 여왕,엘포리캠핑장,경북 포항시 북구 기계면 학야길215번길 49,5~6화 등에서 현우 친구들의 캠핑장으로 등장한 포항 엘포리캠핑장
st_04237,눈물의 여왕,사유원,대구 군위군 부계면 치산효령로 1150,8~9화에서 감정선이 깊어지는 대화를 나누는 장면을 촬영한 곳
st_04238,눈물의 여왕,더현대대구,대구 중구 달구벌대로 2077,2화에서 홍해인이 파티에서 재벌 친구와 갈등을 겪던 중 백현우가 깜짝 등장하는 장면
st_04239,눈물의 여왕,Fonte de Neptuno,"Rathausstraße 1, 10178 Berlin, 독일",분수를 배경으로 두 사람이 키스를 나누는 장면을 촬영한 곳
st_04240,눈물의 여왕,Botanischer Duftgarten,"Am Duftgarten 1, 32791 Lage, 독일",고요하고 낭만적인 분위기의 장면을 촬영한 식물원
st_04241,눈물의 여왕,Schloss Sanssouci(상수시궁전),"Maulbeerallee, 14469 Potsdam, 독일","3화, 6화 등에서 현우와 해인이 행복하게 거닐고, 훗날 현우가 홀로 찾아와 해인을 그리워하는 장면"
st_04242,눈물의 여왕,Charité Campus Benjamin Franklin,"Hindenburgdamm 30, 12203 Berlin, 독일",홍해인이 병을 치료하기 위해 방문한 독일 베를린의 병원 장면
st_04243,눈물의 여왕,Berliner Dom(베를린 돔),"Am Lustgarten, 10178 Berlin, 독일",6화에서 홍해인이 병을 낫게 해달라고 간절히 기도를 올리는 장면
st_04246,눈물의 여왕,Eiserner Steg(아이젤너 다리),"Eiserner Steg, 60311 Frankfurt am Main, 독일",6화에서 신혼여행 때 걸어두었던 사랑의 자물쇠를 찾기 위해 다시 방문하는 장면
st_04247,눈물의 여왕,아이젤너 다리 앞,"Mainkai 36, 60311 Frankfurt am Main, 독일",6화에서 신혼여행 때 걸어두었던 사랑의 자물쇠를 찾기 위해 다시 방문하는 장면
st_04249,눈물의 여왕,Meral Imbiss,"Schaumainkai 35, 60594 Frankfurt am Main, 독일",6화 등에서 해인이 줄 서서 산 케밥을 결국 맛보지 못하는 장면이 촬영된 프랑크푸르트 Meral Imbiss
st_04250,눈물의 여왕,Nikolassee,14129 베를린 독일,외국인에게 플러팅 당하는 백현우를 보고 유부남이니 가라며 쏘아붙이는 홍해인이 등장한 니콜라쎄 역
st_04251,눈물의 여왕,Nervenzentrum Potsdam,"Otto-Braun-Platz 1, 14467 Potsdam, 독일",현우가 해인을 살뜰히 챙기며 입을 닦아주는 강변 레스토랑으로 등장한 포츠담 L'Osteria
st_04258,눈물의 여왕,Wochenmarkt Winterfeldtplatz,"Winterfeldtplatz, Berlin, 독일",6화에서 백현우가 홍해인을 위해 네잎클로버를 모두 사는 장면이 촬영된 베를린 주간시장
st_04260,눈물의 여왕,Rooftop terrace at Hotel de Rome,"Behrenstraße 37, 10117 Berlin, 독일",현우와 해인이 독일에서 머물렀던 숙소의 루프탑 장면을 촬영한 곳
st_04261,눈물의 여왕,Oberbaumbrücke,"10243 베를린-Friedrichshain-Kreuzberg, 독일",밤에 조명이 밝혀진 철제 다리를 산책하는 낭만적인 장면을 촬영한 곳
st_04263,눈물의 여왕,James-Simon-Park,"Burgstraße 28, 10178 Berlin, 독일",해인과 현우의 신혼여행 장면에 잠깐 등장한 것으로 알려진 James-Simon-Park
st_04264,눈물의 여왕,샤리테병원,"Charitépl. 1, 10117 Berlin, 독일",15~16화에서 해인이 수술받는 독일 병원으로 등장한 샤리테병원
st_04266,눈물의 여왕,Dircksenstraße 136-132,"Dircksenstraße 136, 10178 Berlin, 독일",15~16화에서 자동차 사고와 자전거 사탕수레 장면이 촬영된 디르크센 슈트라세 사거리
st_20354,눈물의 여왕,그랜드 워커힐 서울 애스톤하우스,경기 구리시 아차산로 1,1화 오프닝의 야외 결혼식 장면이 촬영된 곳이다
st_20355,눈물의 여왕,배팅연습장(남영역),서울 용산구 한강대로81길 32,2화에서 현우가 스트레스를 풀러 야구 배팅연습장을 찾는 장면이 나온다
st_20356,눈물의 여왕,용연리마을(용두리),경북 문경시 문경읍 용연길 97-6,백현우 고향 용두리 마을의 실제 배경으로 정자와 돌담길이 극중 모습 그대로 남아있다
st_20357,눈물의 여왕,문경철로자전거 구랑리역,경북 문경시 마성면 구랑로 20,13화에서 현우와 해인이 레일바이크를 타며 서로의 마음을 고백하는 장면이 촬영됐다
st_20358,눈물의 여왕,가람마루 전망대(건지마을 전망대),충북 충주시 동량면 조동리 산 180-14,12화에서 남한강의 S자 물줄기를 배경으로 두 번째 프러포즈 장면이 촬영됐다
