id,youtube_url,video_title,channel,thumbnail_url,confidence
st_04123,,,,,
st_04125,,,,,
st_04127,https://www.youtube.com/watch?v=2y7XZ3wwCM8,"홍해인 절대 지켜..🔥 아내에게 달린 악플에 냅다 가던 길 멈추고 돌아오는 지독한 아내 사랑꾼 백현우ㅋㅋㅋ | #산지직송",디글 클래식 :Diggle Classic,https://i.ytimg.com/vi/2y7XZ3wwCM8/hqdefault.jpg,high
st_04128,,,,,
st_04129,https://www.youtube.com/watch?v=2_Gq82Q2j2k,주인을 되찾은 퀸즈그룹✨ 최악의 빌런 모슬희의 몰락🙃 #눈물의여왕 EP.16,tvN DRAMA,https://i.ytimg.com/vi/2_Gq82Q2j2k/hqdefault.jpg,high
st_04131,,,,,
st_04132,,,,,
st_04133,,,,,
st_04134,,,,,
st_04135,,,,,
st_04136,,,,,
st_04137,,,,,
st_04138,https://www.youtube.com/watch?v=6w06fWTikb0,"퀸즈 그룹 회장이 된 윤은성에게 이직 선언 돌직구 날린 법무팀장 백현우🔥 ""더 이상 속이지 않겠습니다"" | #이시간핫클립",tvN DRAMA,https://i.ytimg.com/vi/6w06fWTikb0/hqdefault.jpg,mid
st_04139,https://www.youtube.com/watch?v=YVm0Oml8yLI,윤은성이 원하는 대로 되도록 그리 쉽게 둘리 없는 퀸즈그룹 여왕님ㄷㄷ 기자회견에서 협박 사실 폭로한 홍해인 | #이시간핫클립,tvN DRAMA,https://i.ytimg.com/vi/YVm0Oml8yLI/hqdefault.jpg,high
st_04140,,,,,
st_04142,https://www.youtube.com/watch?v=a5WcGhgMwgs,"김지원, 김수현 최애 국밥집에서 우연히 듣게 된 남편의 진심 #눈물의여왕 EP.8 | tvN 240331 방송",tvN DRAMA,https://i.ytimg.com/vi/a5WcGhgMwgs/hqdefault.jpg,high
st_04143,,,,,
st_04144,,,,,
st_04145,,,,,
st_04146,https://www.youtube.com/watch?v=oSOBCdWuGX8,"배트 좀 휘두를 줄 아는 김지원, 코인 야구장에서 적성 찾다? #눈물의여왕 EP.8 | tvN 240331 방송",tvN DRAMA,https://i.ytimg.com/vi/oSOBCdWuGX8/hqdefault.jpg,high
st_04147,,,,,
st_04148,,,,,
st_04149,,,,,
st_04150,,,,,
st_04151,https://www.youtube.com/watch?v=W_TmTcOwphM,[메이킹] 회식부터 🌿까지ㅠㅠ 설렘+감동 다 있는 백홍달콩 10화 에필로그 비하인드 #눈물의여왕 EP.10,tvN DRAMA,https://i.ytimg.com/vi/W_TmTcOwphM/hqdefault.jpg,mid
st_04152,https://www.youtube.com/watch?v=RewW6fgM-M8,"""당신 술 마시면 너무 귀엽다고!!"" 다른 여자들 앞에서 귀엽지 말라고 남친 백현우에게 경고 날린 여친시절 홍해인💗 | #이시간핫클립",tvN DRAMA,https://i.ytimg.com/vi/RewW6fgM-M8/hqdefault.jpg,high
st_04153,,,,,
st_04154,,,,,
st_04155,,,,,
st_04156,,,,,
