id,title,place_name,place_address,place_latitude,place_longitude,scene_description,빈칸목록
st_15313,이태원 클라쓰,오토바이사고거리,서울 마포구 성암로 13길 36,37.576566,126.897119,장근원이 조작한 오토바이를 타던 최승권을 박새로이가 구해주며 처음 인연을 맺은 장면의 배경.,네이버URL
st_15314,이태원 클라쓰,장가포차(만만코코로),서울 마포구 양화로16길 34,37.552888,126.921357,장가포차'의 이태원점으로 등장한다. 6회에서는 오수아(권나라)가 길에서 박새로이(박서준)에게 다가간 후 그곳,네이버URL
st_15315,이태원 클라쓰,코다차야,서울 마포구 와우산로 48,37.548556,126.923441,드라마 이태원클라쓰의 카페 장면 촬영지로 확인된 곳이다.,네이버URL
st_15318,이태원 클라쓰,녹사평육교,서울 용산구 녹사평대로 40길,37.534538,126.987680,2회부터 사람들이 정기적으로 이 고가를 건넜다. 2회에서 오수아(권나라)는 이태원으로 향하는 길을 걷는다. ,네이버URL
st_15319,이태원 클라쓰,써스티몽크맞은편,서울 용산구 녹사평대로 40길 52,37.534355,126.988574,박새로이 등 주요 인물들이 자주 오가는 배경으로 반복 등장하는 녹사평 육교 일대,네이버URL
st_15321,이태원 클라쓰,단밤1호점,서울 용산구 녹사평대로 40길 59,37.534476,126.989097,단밤 포차 1호점 촬영을 위해 곱창집 건물을 개조해 사용한 촬영 세트 거리다.,네이버URL
st_15322,이태원 클라쓰,디펜스거리,서울 용산구 녹사평대로 40나길 1,37.534597,126.987983,2회부터 사람들이 정기적으로 이 고가를 건넜다. 2회에서 오수아(권나라)는 이태원으로 향하는 길을 걷는다. ,네이버URL
st_15323,이태원 클라쓰,노리테이블,서울 용산구 녹사평대로 40나길 1,37.534597,126.987983,2회부터 사람들이 정기적으로 이 고가를 건넜다. 2회에서 오수아(권나라)는 이태원으로 향하는 길을 걷는다. ,네이버URL
st_15324,이태원 클라쓰,마루쿠식당/조이의공간,서울 용산구 녹사평대로 46길 31,37.537503,126.988484,9회에서 박새로이(박서준)의 두 번째 식당과 같은 거리에 위치하도록 만들어진 '마루당 식당'으로 등장한다.,네이버URL
st_15325,이태원 클라쓰,수아네집(뉴일무이),서울 용산구 두텁바위로 40길 28-16,37.547497,126.983871,2화에서 박새로이(박서준)가 집까지 걸어가자고 하자 그녀가 하룻밤 묵어 가자고 했지만 거절당한다.,네이버URL
st_15327,이태원 클라쓰,단밤2호점(오리올),서울 용산구 신흥로20길 43,37.547398,126.984058,2화에서 박새로이(박서준)가 집까지 걸어가자고 하자 그녀가 하룻밤 묵어 가자고 했지만 거절당한다.,네이버URL
st_15328,이태원 클라쓰,꿀밤포차,서울 용산구 우사단로 14길 3 2층,37.534118,126.995866,조이서가 다니던 독서실,네이버URL
st_15330,이태원 클라쓰,천사의날개,서울 용산구 이태원동 116-18,37.535010,126.992331,박새로이가 오수아를 우연히 만나는 곳,네이버URL
st_15331,이태원 클라쓰,싸대기골목,서울 용산구 이태원로 143-13,37.534595,126.989260,드라마 속 골목 장면 촬영지로 확인된 이태원의 좁은 길이다.,네이버URL
st_15332,이태원 클라쓰,라운지클럽(펌킨),서울 용산구 이태원로 179,37.534814,126.993735,박새로이가 오수아를 우연히 만나는 곳,네이버URL
st_15333,이태원 클라쓰,더파이니스트,서울 용산구 회나무로 41,37.539835,126.991167,"4회 말미, 박새로이(박서준)와 조이서(김다미)가 술을 마시러 이 술집을 찾아온다.",네이버URL
