id,title,place_name,place_address,scene_description
mv_6958_01,케이팝 데몬 헌터스,N서울타워,서울 용산구 남산공원길 105,극 중 귀마가 서울 전역을 소환해 최종 콘서트 겸 대결을 벌이는 무대의 배경이 된 서울 랜드마크
mv_6958_02,케이팝 데몬 헌터스,북촌한옥마을,서울 종로구 북촌로 53,극 중 루미와 진우가 밤에 만나 정을 나누고 함께 듀엣곡 'Free'를 부르는 장면의 배경이 된 한옥마을
mv_6958_03,케이팝 데몬 헌터스,낙산공원,서울 종로구 낙산길 41,극 중 루미와 진우가 한양도성 성곽길 야경을 배경으로 로맨틱한 대화를 나누는 장면의 배경
mv_6958_04,케이팝 데몬 헌터스,코엑스 K팝 스퀘어,서울 강남구 영동대로 513,극 중 헌트릭스의 신곡 'Golden' 뮤직비디오가 대형 3D 전광판에 최초 공개되는 장면의 배경
mv_6958_05,케이팝 데몬 헌터스,청담대교,서울 광진구 자양동 824,극 중 헌트릭스가 지하철 위에서 악령들과 격렬한 전투를 벌이는 장면의 배경이 된 다리
mv_6958_06,케이팝 데몬 헌터스,뚝섬한강공원,서울 광진구 자양동 427-6,극 중 헌트릭스가 청담대교 전투에 이어 한강공원 일대에서 악령과 싸우는 전투 장면의 배경
mv_6958_07,케이팝 데몬 헌터스,자양역,서울 광진구 능동로 10,극 중 청담대교 전투 후 헌트릭스가 내리는 역으로 작중 '섬유원지역'이라는 이름으로 등장
mv_6958_08,케이팝 데몬 헌터스,명동거리,서울 중구 명동2가,극 중 사자보이즈가 거리 공연 'Soda Pop'을 펼치고 헌트릭스와 처음 마주치는 장면의 배경
mv_6958_09,케이팝 데몬 헌터스,잠실종합운동장(서울올림픽주경기장),서울 송파구 올림픽로 25,극 중 헌트릭스의 대규모 콘서트 장면의 모델이 된 경기장으로 팬들이 가장 많이 찾는 성지순례지
mv_6958_10,케이팝 데몬 헌터스,경복궁,서울 종로구 사직로 161,극 중 진우의 400년 전 조선시대 회상 장면에 등장하는 궁궐의 배경으로 추정되는 곳
mv_6958_11,케이팝 데몬 헌터스,서울한방진흥센터,서울 동대문구 약령중앙로 26,극 중 루미가 목소리 이상을 치료하러 찾아가는 'HAN의원'의 실제 모델이 된 한방진흥센터
mv_6958_12,케이팝 데몬 헌터스,삼청동거리,서울 종로구 팔판동 67-1,북촌 인근 전통 거리로 극 중 배경으로 등장한 뒤 더욱 주목받게 된 곳
