id,title,place_name,place_address,scene_description
st_04198,눈물의 여왕,연풍순교성지,충북 괴산군 연풍면 중앙로홍문2길 14,2화에서 홍해인과 백현우의 결혼식 성당 배경으로 등장하는 장면
st_04199,눈물의 여왕,인포 정육점식당,충북 옥천군 안내면 현리길 86-1,6화 등에서 백현우 누나 백미선이 운영하는 '퀸즈 헤어살롱' 세트로 쓰인 정육점식당 자리
st_04200,눈물의 여왕,왕지3길 신안농원쪽,충남 천안시 서북구 성환읍 왕지3길 50,홍해인이 헬기를 타고 용두리 마을에 도착해 백현우 부모님과 차량·경운기로 마주치는 장면
st_04201,눈물의 여왕,왕지3길 정부지원농산물간이집하장 쪽,충남 천안시 서북구 성환읍 왕지3길 100,홍해인이 헬기를 타고 용두리 마을에 도착해 백현우 부모님과 차량·경운기로 마주치는 장면
st_04202,눈물의 여왕,이화동길33번길쪽,충남 아산시 둔포면 신왕리 279,홍해인이 헬기를 타고 용두리 마을에 도착해 백현우 부모님과 차량·경운기로 마주치는 장면
st_04203,눈물의 여왕,이화동길33번길쪽(2),충남 아산시 둔포면 신왕리 130-2,홍해인이 헬기를 타고 용두리 마을에 도착해 백현우 부모님과 차량·경운기로 마주치는 장면
st_04204,눈물의 여왕,이화동길33번길쪽(3),충남 아산시 둔포면 신왕리 산 3-1,홍해인이 헬기를 타고 용두리 마을에 도착해 백현우 부모님과 차량·경운기로 마주치는 장면
st_04205,눈물의 여왕,왕림리,충남 천안시 서북구 성환읍 왕림리 592,홍해인이 헬기를 타고 용두리 마을에 도착해 백현우 부모님과 차량·경운기로 마주치는 장면
st_04206,눈물의 여왕,장항송림산림욕장,충남 서천군 장항읍 송림리 산 65,8화에서 큰 개가 해인에게 달려들자 은성이 돌맹이로 물리치는 장면이 촬영된 장항송림산림욕장
st_04207,눈물의 여왕,서천유스호스텔,충남 서천군 장항읍 장항산단로34번길 72-40,8화에서 희망복지원(보육원) 배경으로 등장한 서천유스호스텔
st_04208,눈물의 여왕,성일복지원,충남 서천군 장항읍 장항산단로34번길 70,"8화 희망복지원 세트 배경으로 쓰인 하얀 건물, 서천유스호스텔 인근 성일복지원"
st_04209,눈물의 여왕,익산교도소세트장,전북 익산시 성당면 함낭로 207,15~16화에서 경찰서·법원·교도소 배경 세트장으로 쓰인 익산교도소 세트장
st_04210,눈물의 여왕,용연길 다리,경북 문경시 문경읍 용연리 437-1,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04211,눈물의 여왕,용연길 다리지나서,경북 문경시 문경읍 용연리 702,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04212,눈물의 여왕,용연리(1),경북 문경시 문경읍 용연길 80,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04213,눈물의 여왕,용연리삼거리,경북 문경시 문경읍 용연리 252-2,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04214,눈물의 여왕,용연리(2),경북 문경시 문경읍 용연길 91,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04215,눈물의 여왕,용연리(2-2),경북 문경시 문경읍 용연길 101,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04216,눈물의 여왕,용연리(3),경북 문경시 문경읍 용연안길 16-2,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04217,눈물의 여왕,용연리(4),경북 문경시 문경읍 용연리 280,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04218,눈물의 여왕,용연리(5),경북 문경시 문경읍 용연안길 22,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04219,눈물의 여왕,용연리(6),경북 문경시 문경읍 용연길 107,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04220,눈물의 여왕,용연리(7),경북 문경시 문경읍 용연길 111,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04221,눈물의 여왕,용연리(8),경북 문경시 문경읍 용연길 145,1화~16화 전반에 걸쳐 백현우의 고향 용두리 마을 배경으로 등장하는 곳
st_04227,눈물의 여왕,문경활공랜드,경북 문경시 문경읍 활공장길 80,11~12화에서 현우가 해인에게 반지를 건네는 장소로 등장한 문경활공랜드
st_04228,눈물의 여왕,문경맛집순대,경북 문경시 문경읍 주흘1길 15,4화에서 이장 후보 박석훈이 운영하는 용두리 돼지국밥집으로 등장한 문경맛집순대
st_04229,눈물의 여왕,문희로,경북 문경시 문경읍 문희로 24,5~6화 등에서 부동산 가격이 급등한 용두리 마을 배경으로 언급된 문경시 문희로
st_04230,눈물의 여왕,유월의가드니아,경북 문경시 문경읍 온천5길 1,눈물의 여왕에서 카페 장면이 촬영된 것으로 알려진 문경 유월의가드니아
st_04231,눈물의 여왕,봉득교,경북 문경시 마성면 신현리 244-23,10화 현우의 격투신이 촬영된 문경 마성면 신현리 다리(봉득교)
st_04232,눈물의 여왕,문경에코월드,경북 문경시 가은읍 왕능길 114,"12화, 14화에서 용두리 식구들과 퀸즈 가족이 함께 시간을 보내는 장면"
