id,youtube_url,video_title,channel,thumbnail_url,confidence
st_05198,https://www.youtube.com/watch?v=n3FtrIvDe0A,"EP14-02 첫눈 오는 날 다시 만난 공유❤️김고은, 은탁이의 부름으로 다시 소환된 도깨비 | 도깨비",tvN DRAMA,https://i.ytimg.com/vi/n3FtrIvDe0A/hqdefault.jpg,high
st_05199,https://www.youtube.com/watch?v=fWMXsac8iLQ,"EP14-03 9년 후 다시 만나게 된 공유X이동욱, 900년이 걸린 눈물의 사죄 | 도깨비",tvN DRAMA,https://i.ytimg.com/vi/fWMXsac8iLQ/hqdefault.jpg,mid
st_05200,,,,,
st_05201,https://www.youtube.com/watch?v=fWMXsac8iLQ,"EP14-03 9년 후 다시 만나게 된 공유X이동욱, 900년이 걸린 눈물의 사죄 | 도깨비",tvN DRAMA,https://i.ytimg.com/vi/fWMXsac8iLQ/hqdefault.jpg,mid
st_05202,https://www.youtube.com/watch?v=Of4MK4CuGmY,"EP8-14 ""널 좋아하는 나는"" 갑자기 김고은에게 훅~ 고백하는 공유❤️ | 도깨비",tvN DRAMA,https://i.ytimg.com/vi/Of4MK4CuGmY/hqdefault.jpg,mid
st_05203,,,,,
st_05204,,,,,
st_05205,,,,,
st_05206,https://www.youtube.com/watch?v=n3FtrIvDe0A,"EP14-02 첫눈 오는 날 다시 만난 공유❤️김고은, 은탁이의 부름으로 다시 소환된 도깨비 | 도깨비",tvN DRAMA,https://i.ytimg.com/vi/n3FtrIvDe0A/hqdefault.jpg,high
st_05207,https://www.youtube.com/watch?v=n3FtrIvDe0A,"EP14-02 첫눈 오는 날 다시 만난 공유❤️김고은, 은탁이의 부름으로 다시 소환된 도깨비 | 도깨비",tvN DRAMA,https://i.ytimg.com/vi/n3FtrIvDe0A/hqdefault.jpg,mid
st_05208,,,,,
st_05209,https://www.youtube.com/watch?v=n3FtrIvDe0A,"EP14-02 첫눈 오는 날 다시 만난 공유❤️김고은, 은탁이의 부름으로 다시 소환된 도깨비 | 도깨비",tvN DRAMA,https://i.ytimg.com/vi/n3FtrIvDe0A/hqdefault.jpg,high
st_05210,https://www.youtube.com/watch?v=eR-vSGqqj64,EP16-05 아이들 죽음을 막기 위한 김고은의 희생 | 도깨비,tvN DRAMA,https://i.ytimg.com/vi/eR-vSGqqj64/hqdefault.jpg,high
st_05211,,,,,
st_05212,,,,,
st_05213,,,,,
st_05214,,,,,
st_05215,,,,,
st_05216,https://www.youtube.com/watch?v=r9lHR3T-T28,EP8-11 김고은을 살리기 위해 사고 원인인 소매치기범을 제압하는 공유👍 | 도깨비,tvN DRAMA,https://i.ytimg.com/vi/r9lHR3T-T28/hqdefault.jpg,high
st_05217,,,,,
st_05218,,,,,
st_05219,https://www.youtube.com/watch?v=2WjESuWEf6s,EP7-09 좀비 영화가 무서운 공유와 정말 창피한 김고은ㅋㅋㅋㅋ | 도깨비,tvN DRAMA,https://i.ytimg.com/vi/2WjESuWEf6s/hqdefault.jpg,high
st_05220,,,,,
st_05221,,,,,
st_05222,https://www.youtube.com/watch?v=YJLYIuJP3_0,"매일 저녁 치킨 사 오는 이동욱, 그대로 우리 집으로 오세요( •͈ᴗ-)ᓂ-ෆ",tvN D ENT,https://i.ytimg.com/vi/YJLYIuJP3_0/hqdefault.jpg,mid
st_05223,,,,,
st_05224,,,,,
st_05225,https://www.youtube.com/watch?v=B7ZuJRPn0EU,"수능날 안아주는 가족이 나만 없다,, 집에 도착한 은탁이가 눈물 흘린 이유🥺",tvN D ENT,https://i.ytimg.com/vi/B7ZuJRPn0EU/hqdefault.jpg,high
st_05226,https://www.youtube.com/watch?v=5RzyLCkLhz8,EP10-16 💥레전드 장면💥 공유X이동욱의 대파 런웨이 | 도깨비,tvN DRAMA,https://i.ytimg.com/vi/5RzyLCkLhz8/hqdefault.jpg,high
st_05227,https://www.youtube.com/watch?v=5RzyLCkLhz8,EP10-16 💥레전드 장면💥 공유X이동욱의 대파 런웨이 | 도깨비,tvN DRAMA,https://i.ytimg.com/vi/5RzyLCkLhz8/hqdefault.jpg,high
st_05228,,,,,
st_05229,,,,,
st_05230,,,,,
st_05231,,,,,
st_05232,https://www.youtube.com/watch?v=g-Yxu4AKx1Y,"누군가의 목숨을 구하는 일, 따뜻한 샌드위치와 함께 명언 폭발하는 도깨비",tvN D ENT,https://i.ytimg.com/vi/g-Yxu4AKx1Y/hqdefault.jpg,mid
st_05233,,,,,
st_05234,,,,,
st_05235,,,,,
