id,title,place_name,place_address,scene_description
st_05236,도깨비,개뿔,서울 종로구 낙산성곽서1길 26,2화에서 지은탁(김고은)이 귀신들과 대화하고 김신(공유)에게 감시당하는 곳도 바로 이 곳이다.
st_05237,도깨비,메밀향그집,서울 종로구 대학로11길 18,1화 배경으로 지은탁(김고은)이 등장하는 식당 촬영지다.
st_05238,도깨비,메밀향그집맞은편,서울 종로구 명륜4가 103-12,"메밀향그집 건너편 라멘집으로, 1화 배경에 함께 등장한 촬영지다."
st_05239,도깨비,커피방앗간앞,서울 종로구 북촌로5가길 8-11,12화에서 저승사자와 써니가 거리에서 이별의 키스를 나누는 장면 촬영지.
st_05240,도깨비,광화문,서울 종로구 사직로 161,공유와 김고은이 캐나다에서 돌아온 커다란 문
st_05241,도깨비,운현궁양관,서울 종로구 삼일대로 460,김신(공유)가 사는 곳이다. 이후 저승사자(이동욱)와 지은탁(김고은)도 입주한다. 유덕화(육성재)가 이곳에 사는 것처럼 자주 드나든다.
st_05242,도깨비,감고당길,서울 종로구 안국동 175-91,공유와 김고은이 처음 우연히 마주친 돌담길
st_05243,도깨비,덕성여고앞,서울 종로구 안국동 177-2,"1, 2회에서 지은탁(김고은)이 1화에서 이 골목에서 하교하고 2화에서 율곡로3길에 들어서는 모습이 나온다."
st_05244,도깨비,북촌사진관앞,서울 종로구 윤보선길 65,"1, 2회에서 지은탁(김고은)이 1화에서 이 골목에서 하교하고 2화에서 율곡로3길에 들어서는 모습이 나온다."
st_05245,도깨비,스튜디오호세앞,서울 종로구 윤보선길 69,"11화에서 써니(유인나)와 지은탁(김고은)이 이곳에 온다.  써니는 은탁에게 전생을 믿느냐고 물었고, 그녀는 그렇다고 대답한다."
st_05246,도깨비,푸드떼옆,서울 종로구 율곡로1길 40-31,"11화에서 써니(유인나)와 지은탁(김고은)이 이곳에 온다.  써니는 은탁에게 전생을 믿느냐고 물었고, 그녀는 그렇다고 대답한다."
st_05247,도깨비,자작나무이야기,서울 종로구 율곡로1길 74-15,"11화에서 써니(유인나)와 지은탁(김고은)이 이곳에 온다.  써니는 은탁에게 전생을 믿느냐고 물었고, 그녀는 그렇다고 대답한다."
st_05248,도깨비,이니스프리앞,서울 종로구 율곡로3길 73,"11화에서 써니(유인나)와 지은탁(김고은)이 이곳에 온다.  써니는 은탁에게 전생을 믿느냐고 물었고, 그녀는 그렇다고 대답한다."
st_05249,도깨비,피케이엠북스앞,서울 종로구 율곡로3길 74-1,"11화에서 써니(유인나)와 지은탁(김고은)이 이곳에 온다.  써니는 은탁에게 전생을 믿느냐고 물었고, 그녀는 그렇다고 대답한다."
st_05250,도깨비,솔트24앞,서울 종로구 율곡로3길 75,"11화에서 써니(유인나)와 지은탁(김고은)이 이곳에 온다.  써니는 은탁에게 전생을 믿느냐고 물었고, 그녀는 그렇다고 대답한다."
st_05251,도깨비,인사동,서울 종로구 인사동길 53-2,12회에서 지은탁(김고은)은 김신(공유)과 전화통화를 하며 이 장소로 걸어간다.
st_05252,도깨비,서울중앙고,서울 종로구 창덕궁길 166,지은탁(김고은)이 다니던 학교이다.
st_05253,도깨비,달커피앞,서울 종로구 창신6가길 48,14화에서 비 오는 날 우산 쓴 지은탁을 귀신들이 지켜보는 골목 장면 촬영지.
st_05254,도깨비,산마루놀이터주차장,서울 종로구 창신동 23-348,13화에서 지은탁과 써니가 택시에서 내리는 골목 주차장 장면 촬영지.
st_05255,도깨비,창신동골목,서울 종로구 창신동 23-407,12화에서 박중헌(김병철)이 궁녀 앞에 스스로 나타나는 골목 장면 촬영지.
st_05256,도깨비,창신동집,서울 종로구 창신동 23-660,"11·13화에 등장한 써니(유인나)의 집으로, 옥상 등에서 촬영이 이뤄졌다."
st_05257,도깨비,BBQ,서울 종로구 청계천로 81,11회에 사신(이동욱)과 써니(유인나)가 만난다.
st_05258,도깨비,갤러리원,서울 종로구 팔판길 1-12,11화에서 지은탁을 바라보며 기분 좋아진 도깨비 주변에 벚꽃이 날리는 장면.
st_05259,도깨비,한국은행앞,서울 중구 남대문로 39,9화에서 저승사자와 써니가 나란히 길을 걷는 장면 촬영지다.
st_05260,도깨비,덕수궁돌담길,서울 중구 덕수궁길 116,저승사자(이동욱) 사무실은 이 곳 궁전 벽 안에 있습니다. 김신(공유)이 1편과 14편에서 이곳을 지나며 잡담을 나눈다.
st_20422,도깨비,주문진방파제,강원특별자치도 강릉시 주문진읍 교항리,은탁이 빨간 목도리를 하고 도깨비를 처음 소환하는 1화의 운명적인 만남 장면
st_20423,도깨비,경포대,강원특별자치도 강릉시 경포로 365,김신과 은탁이 경포호 주변을 함께 거닐며 대화를 나누는 장면
st_20424,도깨비,전등사,인천 강화군 길상면 전등사로 37-41,도깨비 검이 꽂혀 있던 장소에서 김신이 과거를 회상하는 장면
st_20425,도깨비,송도센트럴파크,인천 연수구 송도동 24-5,극 중 김신이 지은탁에게 정식으로 청혼하고 은탁이 진정한 신부가 되는 장면
st_20427,도깨비,사근용답간인도교,서울 성동구 사근동 235-1,극 중 써니와 저승사자가 처음 만나고 삼신할매가 액세서리를 파는 장면
st_20428,도깨비,북촌한옥마을,서울 종로구 북촌로 53,시간이 멈춘 장면에서 김신이 담벼락에 기대어 은탁을 바라보는 배경으로 등장
st_20429,도깨비,건국대학교(일감호),서울 광진구 능동로 120,은탁이 첫사랑을 다시 만나는 장면이 촬영된 곳
st_20430,도깨비,월정사,강원특별자치도 평창군 진부면 오대산로 374-8,극 중 눈 덮인 전나무 숲길에서 김신과 은탁이 서로의 마음을 확인하는 장면
st_20431,도깨비,삼청동거리,서울 종로구 팔판동 67-1,김신과 지은탁이 삼청동 거리를 함께 걸으며 대화를 나누는 데이트 장면
st_20433,도깨비,인천국제공항 제1여객터미널,인천 영종구 공항로 272,15화에서 지은탁과 도깨비가 헤어졌다가 다시 만나는 장면이 촬영된 곳
st_20434,도깨비,강릉중앙시장,강원특별자치도 강릉시 금성로 21,김신과 지은탁이 함께 시장을 구경하며 장을 보는 정겨운 장면
st_20435,도깨비,강릉월화거리,강원특별자치도 강릉시 경강로 2111,김신과 지은탁이 옛 철길 카페거리를 걸으며 데이트를 즐기는 장면
