id,title,place_name,place_address,scene_description
st_04159,눈물의 여왕,아차산어울림정원,서울 광진구 워커힐로 127,7화에서 홍범준 부회장이 사위 백현우를 감시한 요원들에게 결과를 보고받는 공원 장면
st_04160,눈물의 여왕,그랜드워커힐 애스톤하우스,서울 광진구 워커힐로 177,1화에서 홍해인과 백현우가 한강이 보이는 야외 예식장에서 결혼식을 올리는 장면
st_04161,눈물의 여왕,써브웨이 사당역점,서울 서초구 동작대로 24,드라마 속 PPL 장면이 촬영된 사당역 서브웨이 매장
st_04162,눈물의 여왕,모트32서울,서울 서초구 신반포로 176,7화에서 해인과 은성이 식사하며 은성이 이혼하라고 선을 넘는 대화를 나누는 장면
st_04163,눈물의 여왕,볼트1932,서울 강남구 압구정로 152,13화에서 모슬희가 퀸즈그룹 홍만대 회장의 비자금을 빼돌려 보관한 비밀금고 장면
st_04164,눈물의 여왕,메가커피 역삼GFC점,서울 강남구 논현로 429,8화에서 커피점 배경 장소로 등장한 메가커피 역삼GFC점
st_04165,눈물의 여왕,더채플앳논현(CG),서울 강남구 논현로 549,2화에서 헤르티나 브랜드 행사가 열리는 연회장으로 등장하는 장면
st_04166,눈물의 여왕,메가MGC커피 석촌호수사거리점,서울 송파구 송파대로 474,5화에서 현우 누나 미선이 헤어지라며 돈봉투를 주고 현우가 해인에게 사랑을 고백하는 장면
st_04167,눈물의 여왕,오크우드 프리미어 인천,인천 연수구 컨벤시아대로 165,16화에서 범자 고모의 로맨스가 이루어지는 파노라믹65 레스토랑 장면
st_04168,눈물의 여왕,양주한국병원,경기 양주시 화합로 1489,9~10화에서 은성이 몰래 옮긴 홍만대 회장이 병실에서 홀로 깨어나는 예서의료원 장면
st_04169,눈물의 여왕,의정부효자초등학교,경기 의정부시 부용로204번길 16,8화에서 이혼한 해인이 현우의 일상을 따라 초등학교 그네에 앉아 감시 영상을 보는 장면
st_04173,눈물의 여왕,예담원 장례식장,경기 파주시 문산읍 화석정로 31,7화에서 해인이 현우의 수상한 현금과 꽃다발의 행선지를 추적해 찾아간 장례식장으로 나온다.
st_04174,눈물의 여왕,조이마당스튜디오,경기 파주시 파주읍 봉서산로 245,11~12화 등에서 실내 촬영 스튜디오로 활용된 파주 조이마당스튜디오
st_04176,눈물의 여왕,더스테이지,경기 파주시 문발로 330,11화에서 비자금을 찾기 위해 퀸즈가 사람들이 방문하는 장소로 등장한다.
st_04179,눈물의 여왕,아쿠아플라넷 일산,경기 고양시 일산서구 한류월드로 282,8화에서 현우가 해인에게 아쿠아리움 전체를 대관해 프러포즈하는 4년 전 회상 장면으로 나온다.
st_04180,눈물의 여왕,소노캄고양 웨스트타워,경기 고양시 일산동구 태극로 18,10화에서 현우와 범자가 그레이스를 자기 편으로 만들려 압박하는 호텔 라운지 장면으로 나온다.
st_04182,눈물의 여왕,강화대교,경기 김포시 월곶면 성동리,9화에서 용두리로 이사 온 퀸즈가 식구들의 마을 입구 다리 배경으로 등장한 강화대교
st_04183,눈물의 여왕,하남돼지집 풍산 직영점,경기 하남시 미사강변중앙로 43,4화에서 백현우가 친구 김양기와 하남돼지집에서 삼겹살을 먹는 장면
st_04184,눈물의 여왕,마임비전빌리지,경기 여주시 세종대왕면 용은길 28,"퀸즈타운 저택의 정원과 야외수영장, 해인·현우가 사는 화이트하우스 등 외부 공간이 촬영된 곳"
st_04185,눈물의 여왕,소전미술관,경기 시흥시 소래산길 41,홍만대 회장의 저택으로 나온 곳으로 무릎 건강 때문에 엘리베이터를 탄다는 대사가 나온 장면
st_04186,눈물의 여왕,동우여자고등학교,경기 수원시 장안구 장안로 426-1,"4화 에필로그 회상, 고교 시절 넘어진 해인에게 현우가 밴드를 붙여주는 첫 만남 장면"
st_04187,눈물의 여왕,일월수목원,경기 수원시 장안구 일월로 61,7화에서 백현우가 영숙이를 애타게 부르며 나는 솔로를 패러디하는 장면
st_04188,눈물의 여왕,성남시의료원,경기 성남시 수정구 수정로171번길 10,2화에서 홍해인이 시한부 진단을 받는 성민대학병원으로 등장하는 장면
st_04189,눈물의 여왕,송지호해수욕장,강원 고성군 죽왕면 오호리 8,"6화 회상, 어릴 적 배 침몰사고로 물에 빠진 해인을 구하고 오빠가 죽은 바닷가 장면"
st_04191,눈물의 여왕,만항재,강원 정선군 고한읍 고한리 산 216-37,16화(최종화)에서 눈꽃이 흩날리는 만항재 설경을 헬기로 촬영한 장면
st_04192,눈물의 여왕,오송생명로,충북 청주시 흥덕구 오송읍 오송생명로 186,8화에서 파리바게트 사거리 인근 도로를 백현우가 분노하며 질주하는 장면
st_04193,눈물의 여왕,오송생명1로(프레스티지바이오로직스앞),충북 청주시 흥덕구 오송읍 오송생명1로 197,8화에서 프레스티지바이오로직스 앞 도로에서 백현우와 윤은성이 팽팽하게 대립하는 장면
st_04194,눈물의 여왕,베스티안병원,충북 청주시 흥덕구 오송읍 오송생명1로 191,"11화에서 베스티안병원 앞 도로, 백현우와 윤은성의 갈등이 폭발하고 달달한 로맨스도 그려진 장면"
st_04195,눈물의 여왕,건지마을 풍경포인트,충북 충주시 동량면 조동리 824-1,12화에서 백현우와 홍해인이 재회해 두 번째 프로포즈를 하며 감정이 벅차오르는 장면
st_04197,눈물의 여왕,내응새마을회관,충북 괴산군 연풍면 유상3길 6,충북 괴산 연풍면 내응마을에서 극중 결혼식 피로연 장면을 촬영한 곳
