id,youtube_url,video_title,channel,thumbnail_url,confidence
st_15312,,,,,
st_15313,,,,,
st_15314,,,,,
st_15315,,,,,
st_15316,https://www.youtube.com/watch?v=lyU56kiPlaA,자랑스러운 아들♡에게 아버지가 알려주는 인생의 술맛 이태원 클라쓰(Itaewon class) 1회,JTBC Drama,https://i.ytimg.com/vi/lyU56kiPlaA/hqdefault.jpg,mid
st_15317,,,,,
st_15318,,,,,
st_15319,,,,,
st_15320,https://www.youtube.com/watch?v=wdSfS-5xL7Y,박서준(Park seo-jun)-김다미(Kim da-mi)의 화끈한 첫 만남 ＂뭐 저런 게 다 있어♨＂이태원 클라쓰(Itaewon class) 3회,JTBC Drama,https://i.ytimg.com/vi/wdSfS-5xL7Y/hqdefault.jpg,mid
st_15321,,,,,
st_15322,,,,,
st_15323,,,,,
st_15324,,,,,
st_15325,https://www.youtube.com/watch?v=0gsg7LzEaFI,＂자고 갈래?＂ 권나라(Kwon Nara) 돌직구에 서준(Park seo-joon)이는 동공 지진◑_◑ #흥이다 이태원 클라쓰(Itaewon class) 2회,JTBC Drama,https://i.ytimg.com/vi/0gsg7LzEaFI/hqdefault.jpg,high
st_15326,,,,,
st_15327,https://www.youtube.com/watch?v=0gsg7LzEaFI,＂자고 갈래?＂ 권나라(Kwon Nara) 돌직구에 서준(Park seo-joon)이는 동공 지진◑_◑ #흥이다 이태원 클라쓰(Itaewon class) 2회,JTBC Drama,https://i.ytimg.com/vi/0gsg7LzEaFI/hqdefault.jpg,high
st_15328,,,,,
st_15329,,,,,
st_15330,,,,,
st_15331,,,,,
st_15332,,,,,
st_15333,,,,,
st_15334,,,,,
st_15335,,,,,
st_15336,https://www.youtube.com/watch?v=QjElPoY6aR4,[달달 스페셜] 오늘도 행복한 '새로이서' 커플의 키스모음zip♥  #이태원 클라쓰 (Itaewon class),JTBC Drama,https://i.ytimg.com/vi/QjElPoY6aR4/hqdefault.jpg,mid
st_15337,,,,,
st_20821,https://www.youtube.com/watch?v=acQGuTIsKXI,절.도.있.게 장사 시작을 알리는 [단밤 체조] 이태원 클라쓰(Itaewon class) 3회,JTBC Drama,https://i.ytimg.com/vi/acQGuTIsKXI/hqdefault.jpg,mid
st_20822,,,,,
st_20823,,,,,
st_20824,,,,,
st_20826,,,,,
st_20827,,,,,
st_20833,https://www.youtube.com/watch?v=mG5jEqFNZ8Y,[맴찢 엔딩] 고백 단호하게 거절한 박서준(Park seo-jun) ＂나 좋아하지 마…＂ 이태원 클라쓰(Itaewon class) 11회,JTBC Drama,https://i.ytimg.com/vi/mG5jEqFNZ8Y/hqdefault.jpg,high
