id,youtube_url,video_title,channel,thumbnail_url,confidence
st_04233,,,,,
st_04234,https://www.youtube.com/watch?v=zGLcsp6RVAE,화제의 자전거 씬 촬영 비하인드ㅋㅋㅋ #눈물의여왕,tvN D ENT,https://i.ytimg.com/vi/zGLcsp6RVAE/hqdefault.jpg,mid
st_04235,,,,,
st_04236,,,,,
st_04237,,,,,
st_04238,https://www.youtube.com/watch?v=xE2B4LPgkCU,/갓벽 등장/ 김지원 위해 달려온 김수현, 완벽 비주얼로 외조! #눈물의여왕 EP.2 | tvN 240310 방송,tvN DRAMA,https://i.ytimg.com/vi/xE2B4LPgkCU/hqdefault.jpg,high
st_04239,https://www.youtube.com/watch?v=03Kx1N95QEY,※ 스페셜 단독 공개 ※ 백홍부부 독일 신혼여행 미공개 키스신 모음 #눈물의여왕:기적같은기록zip | tvN 240505 방송,tvN DRAMA,https://i.ytimg.com/vi/03Kx1N95QEY/hqdefault.jpg,mid
st_04240,,,,,
st_04241,,,,,
st_04242,,,,,
st_04243,,,,,
st_04246,https://www.youtube.com/watch?v=bPExA91Jp6Y,특별한 사연(?)으로 솔드 아웃 직전 음식 사수한 김지원 (ft. 찾았다 자물쇠) #눈물의여왕 EP.6 | tvN 240324 방송,tvN DRAMA,https://i.ytimg.com/vi/bPExA91Jp6Y/hqdefault.jpg,mid
st_04247,https://www.youtube.com/watch?v=bPExA91Jp6Y,특별한 사연(?)으로 솔드 아웃 직전 음식 사수한 김지원 (ft. 찾았다 자물쇠) #눈물의여왕 EP.6 | tvN 240324 방송,tvN DRAMA,https://i.ytimg.com/vi/bPExA91Jp6Y/hqdefault.jpg,mid
st_04249,,,,,
st_04250,https://www.youtube.com/watch?v=Sbl66sodhhE,[#눈물의여왕 6화] 김수현한테 플러팅 날리는 독일 미녀에 김지원 질투 폭발 첫사랑까지 끌올하는 김지원에 해명하기 바쁜 김수현ㅋㅋㅋ,디글 :Diggle,https://i.ytimg.com/vi/Sbl66sodhhE/hqdefault.jpg,high
st_04251,,,,,
st_04258,https://www.youtube.com/watch?v=kRTiGlzjNDM,※달달 데이트※ 김지원, 속는 셈 치고 산 '행운의 네잎클로버' #눈물의여왕 EP.6 | tvN 240324 방송,tvN DRAMA,https://i.ytimg.com/vi/kRTiGlzjNDM/hqdefault.jpg,high
st_04260,,,,,
st_04261,,,,,
st_04263,,,,,
st_04264,https://www.youtube.com/watch?v=v_CmFxlONic,위급상황 수술실 들어간 백현우, 주저앉아 오열하는 홍해인ㅠㅠ #눈물의여왕 EP.16 | tvN 240428 방송,tvN DRAMA,https://i.ytimg.com/vi/v_CmFxlONic/hqdefault.jpg,high
st_04266,https://www.youtube.com/watch?v=MFbdzVLlqX8,[#눈물의여왕 14화] 차에 타고 있던 홍해인에게 갑작스레 일어난 뺑소니 사고 확인 되지 않는 홍해인 생사에 폭발 직전인 차로 뛰어든 백현우의 절규와 오열,tvN D ENT,https://i.ytimg.com/vi/MFbdzVLlqX8/hqdefault.jpg,mid
st_20354,https://www.youtube.com/watch?v=Gb9F6ZpVkxg,※갓벽 비주얼※ 김수현X김지원, 매일이 행복한(?) 세기의 결혼 #눈물의여왕 EP.1 | tvN 240309 방송,tvN DRAMA,https://i.ytimg.com/vi/Gb9F6ZpVkxg/hqdefault.jpg,high
st_20355,,,,,
st_20356,,,,,
st_20357,https://www.youtube.com/watch?v=zGLcsp6RVAE,화제의 자전거 씬 촬영 비하인드ㅋㅋㅋ #눈물의여왕,tvN D ENT,https://i.ytimg.com/vi/zGLcsp6RVAE/hqdefault.jpg,mid
st_20358,https://www.youtube.com/watch?v=aCDS36fw6Xc,[#눈물의여왕 12화] 마치 신혼으로 다시 돌아간 듯 애틋한 백홍부부 이혼 취소 프러포즈를 받은 홍해인의 대답과 숨겨왔던 진심은?,디글 :Diggle,https://i.ytimg.com/vi/aCDS36fw6Xc/hqdefault.jpg,high
