id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated
st_00001,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,팔도건어물,시장,서울 도봉구 삼양로154길 36,37.656620,127.014585,,https://map.naver.com/p/search/%ED%8C%94%EB%8F%84%EA%B1%B4%EC%96%B4%EB%AC%BC,"쌍문동 백운시장 안, 조상우의 어머니가 운영하는 생선가게로 등장한다.",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=776a7173-3221-41f0-a4a8-fdd84af6f7da,2026-07-28
st_00002,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,도봉중앙교회,교회,서울 도봉구 우이천로48길 9,37.655110,127.018928,,https://map.naver.com/p/search/%EB%8F%84%EB%B4%89%EC%A4%91%EC%95%99%EA%B5%90%ED%9A%8C,성기훈과 조상우가 교회 앞에서 담배를 피우며 대화하는 장면을 찍은 곳.,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=776a7173-3221-41f0-a4a8-fdd84af6f7da,2026-07-28
st_00003,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,CU 쌍문우이천점,편의점,서울 도봉구 우이천로39길 11,37.649688,127.019884,,https://map.naver.com/p/search/CU%20%EC%8C%8D%EB%AC%B8%EC%9A%B0%EC%9D%B4%EC%B2%9C%EC%A0%90,성기훈과 오일남이 편의점 앞에서 소주와 생라면을 나눠 먹으며 대화하는 장면.,https://star.ytn.co.kr/_sn/0117_202110141538101680,2026-07-28
st_00004,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,뽀꼬팡 창동점,오락실,서울 도봉구 덕릉로60가길 59,37.638450,127.039269,,https://map.naver.com/p/search/%EB%BD%80%EA%BC%AC%ED%8C%A1%20%EC%B0%BD%EB%8F%99%EC%A0%90,성기훈이 딸에게 줄 선물을 뽑으려 인형뽑기를 하는 장면.,https://kdramamap.com/drama/%EC%98%A4%EC%A7%95%EC%96%B4%EA%B2%8C%EC%9E%84/,2026-07-28
st_00005,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,양재시민의숲역,지하철역,서울 서초구 매헌로 지하 116,37.470165,127.038620,,https://map.naver.com/p/search/%EC%96%91%EC%9E%AC%EC%8B%9C%EB%AF%BC%EC%9D%98%EC%88%B2%EC%97%AD,성기훈이 강남행 열차를 놓친 뒤 승강장에서 영업사원(공유)과 딱지치기를 하는 1화의 상징적인 장면.,https://kdramamap.com/drama/%EC%98%A4%EC%A7%95%EC%96%B4%EA%B2%8C%EC%9E%84/ ; https://star.ytn.co.kr/_sn/0117_202110141538101680,2026-07-28
st_00006,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,상봉터미널,터미널,서울 중랑구 상봉로 117,37.595729,127.093133,,https://map.naver.com/p/search/%EC%83%81%EB%B4%89%ED%84%B0%EB%AF%B8%EB%84%90,"성기훈이 경마 도박을 하고, 사채업자에게 쫓겨 화장실에서 신체포기각서에 지장을 찍는 장면.",https://kdramamap.com/drama/%EC%98%A4%EC%A7%95%EC%96%B4%EA%B2%8C%EC%9E%84/,2026-07-28
st_00007,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,민지미용실,미용실,서울 노원구 한글비석로36길 86,37.662394,127.070651,,https://map.naver.com/p/search/%EB%AF%BC%EC%A7%80%EB%AF%B8%EC%9A%A9%EC%8B%A4,성기훈이 머리를 염색하는 장면.,https://star.ytn.co.kr/_sn/0117_202110141538101680,2026-07-28
st_00008,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,마이랜드,놀이공원,인천 중구 월미문화로 81,,,,https://map.naver.com/p/search/%EB%A7%88%EC%9D%B4%EB%9E%9C%EB%93%9C,2화에서 장덕수가 월미도 놀이공원에서 조직원과 접선하는 장면.,https://star.ytn.co.kr/_sn/0117_202110141538101680,2026-07-28
st_00009,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,교동초등학교,학교,인천 강화군 교동면 대룡리,37.783580,126.281568,,https://map.naver.com/p/search/%EA%B5%90%EB%8F%99%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90,성기훈과 조상우가 어린 시절 동네 친구들과 오징어 게임을 하며 놀던 회상 장면.,https://namu.wiki/w/%EC%98%A4%EC%A7%95%EC%96%B4%20%EA%B2%8C%EC%9E%84 ; https://ko.wikipedia.org/wiki/%EA%B5%90%EB%8F%99%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90_(%EC%9D%B8%EC%B2%9C),2026-07-28
st_00010,Squid Game,오징어 게임;Squid Game Season 1,drama,이정재;박해수;위하준;정호연;오영수,신한금융투자 여의도,빌딩,서울 영등포구 여의대로 70,37.525089,126.924080,,https://map.naver.com/p/search/%EC%8B%A0%ED%95%9C%EA%B8%88%EC%9C%B5%ED%88%AC%EC%9E%90%20%EC%97%AC%EC%9D%98%EB%8F%84,성기훈이 게임 참가를 위해 모집책이 보낸 차량을 기다리는 여의도 장면.,https://kdramamap.com/drama/%EC%98%A4%EC%A7%95%EC%96%B4%EA%B2%8C%EC%9E%84/,2026-07-28
