id,place_name,kakao_place_id,kakao_url,kakao_lat,kakao_lng,match_confidence,matched_name,matched_address
st_00021,마곡중앙로(1),,,,,low,,
st_00022,마곡중앙로(2),,,,,low,,
st_00023,마곡중앙로(3),,,,,low,,
st_00024,월드컵북로(5단지앞),,,,,failed,,
st_00025,MBC,20504067,http://place.map.kakao.com/20504067,37.5811785278,126.8903697575,high,MBC상암사옥,서울 마포구 성암로 267
st_00026,누리꿈스퀘어,26562331,http://place.map.kakao.com/26562331,37.5794921091,126.8896612733,high,누리꿈스퀘어,서울 마포구 월드컵북로 396
st_00027,당산철교,1381960885,http://place.map.kakao.com/1381960885,37.5408638894,126.9077545344,high,당산철교,서울 영등포구 여의도동 80-3
st_00028,서강대교,8369237,http://place.map.kakao.com/8369237,37.5373109762,126.9252071423,high,서강대교,서울 영등포구 여의도동 83-1
st_00029,마포대교,7864538,http://place.map.kakao.com/7864538,37.5332302073,126.9356823022,high,마포대교,서울 영등포구 여의도동 85-2
st_00030,여의대로,,,,,low,,
st_00031,IFC,18203409,http://place.map.kakao.com/18203409,37.5250415766,126.9258958947,high,IFC몰,서울 영등포구 국제금융로 10
st_00032,스위치22 여의도점,1125743198,http://place.map.kakao.com/1125743198,37.5270340671,126.9279585535,high,스위치22 여의도점,서울 영등포구 여의대로 108
st_00033,국제금융로,,,,,low,,
st_00034,고척스카이돔,7890664,http://place.map.kakao.com/7890664,37.4982122076,126.8670889679,high,고척스카이돔,서울 구로구 경인로 430
st_00035,고려대학교 구로병원,17570811,http://place.map.kakao.com/17570811,37.4919597876,126.8847853576,high,고려대학교구로병원 본관,서울 구로구 구로동로 148
st_00036,올림픽대로,,,,,failed,,
st_00037,노량대교,,,,,failed,,
st_00038,노들로,,,,,low,,
st_00039,강변북로,,,,,failed,,
st_00040,동작대교,10286428,http://place.map.kakao.com/10286428,37.5106149541,126.9819449476,high,동작대교,서울 용산구 이촌동 385
st_00041,녹트,1224876346,http://place.map.kakao.com/1224876346,37.5071338648,126.9847314485,high,녹트,서울 용산구 올림픽대로 2085-96
st_00042,국립서울현충원,8829033,http://place.map.kakao.com/8829033,37.5025550182,126.9746218244,high,국립서울현충원,서울 동작구 동작동 212-6
st_00043,국립중앙박물관,8830150,http://place.map.kakao.com/8830150,37.5239224936,126.9801871613,high,국립중앙박물관,서울 용산구 서빙고로 137
st_00044,르가드더메인한남,,,,,failed,,
st_00045,그랜드하얏트 서울,18661190,http://place.map.kakao.com/18661190,37.5394447675,126.9970807515,high,그랜드 하얏트 서울,서울 용산구 소월로 322
st_00046,나라약국,1299313786,http://place.map.kakao.com/1299313786,37.5447704459,126.9701581792,high,나라약국,서울 용산구 청파로47길 7
st_00047,청춘식당(폐업),,,,,failed,,
st_00048,신세계백화점 본점,504509273,http://place.map.kakao.com/504509273,37.5609194704,126.9809786944,high,살로몬 신세계백화점본점,서울 중구 소공로 63
st_00049,대한민국역사박물관,15104327,http://place.map.kakao.com/15104327,37.5739869693,126.9778578045,high,대한민국역사박물관,서울 종로구 세종대로 198
st_00050,경복궁,18619553,http://place.map.kakao.com/18619553,37.5776132883,126.9768978683,high,경복궁,서울 종로구 사직로 161
st_00051,"경복궁,국립민속박물관 정류장(01540)",,,,,failed,,
st_00052,삼청로,,,,,low,,
st_00053,서울경찰청,10499532,http://place.map.kakao.com/10499532,37.574814655,126.9720615833,high,서울경찰청,서울 종로구 사직로8길 31
st_00054,서순라길,2088609864,http://place.map.kakao.com/2088609864,37.5728085419,126.9931174628,mid,픽닷 서순라길점,서울 종로구 서순라길 51
st_00055,종묘,8075132,http://place.map.kakao.com/8075132,37.574911512,126.9940002511,high,종묘 정전,서울 종로구 종로 157
st_00056,써브웨이 종암점,1517037264,http://place.map.kakao.com/1517037264,37.6000677936,127.0343346443,high,써브웨이 종암점,서울 성북구 종암로 110
st_00057,경희대학교,13503224,http://place.map.kakao.com/13503224,37.5941142458,127.0532223837,high,경희대학교치과병원,서울 동대문구 경희대로 26
st_00058,성신여자대학교 운정그린캠퍼스,17811289,http://place.map.kakao.com/17811289,37.6319520109,127.0272709943,high,성신여자대학교 운정그린캠퍼스 대강당,서울 강북구 도봉로76가길 55
st_00059,응봉산,10666639,http://place.map.kakao.com/10666639,37.5482528089,127.029834156,high,응봉산,서울 성동구 응봉동
st_00060,청담대교,15150412,http://place.map.kakao.com/15150412,37.5258943676,127.0641077676,high,청담대교,서울 광진구 자양동 824
st_00061,캐틀앤비(폐업),,,,,failed,,
st_00062,시티악기,9226126,http://place.map.kakao.com/9226126,37.482211327,127.0135030908,high,시티악기,서울 서초구 남부순환로323길 25
st_00063,잠수교,17350404,http://place.map.kakao.com/17350404,37.5138923429,126.9968283793,high,잠수교,서울 서초구 반포동 649
st_00064,서초대로,,,,,low,,
st_00065,럭셔리판다,652710203,http://place.map.kakao.com/652710203,37.5217307041,127.0307964451,high,럭셔리판다,서울 강남구 논현로152길 33
st_00066,0914 도산공원 플래그십 스토어,,,,,failed,,
st_00067,CGV청담씨네시티,14718298,http://place.map.kakao.com/14718298,37.5229506731,127.0370323551,high,CGV 청담씨네시티,서울 강남구 도산대로 323
st_00068,테헤란로,8021085,http://place.map.kakao.com/8021085,37.4987738332,127.0314666722,mid,우리은행 테헤란로금융센터,서울 강남구 테헤란로 124
st_00069,조선팰리스 강남,1671545166,http://place.map.kakao.com/1671545166,37.5028748702,127.0413471499,high,조선팰리스 강남,서울 강남구 테헤란로 231
st_00070,제이에스티나빌딩,7864931,http://place.map.kakao.com/7864931,37.4956261505,127.1213471095,high,제이에스티나빌딩,서울 송파구 양재대로62길 53
st_00071,웰킵스타워,1442053313,http://place.map.kakao.com/1442053313,37.567444886,127.158612944,high,웰킵스타워,서울 강동구 고덕비즈밸리로 54
st_00072,온수리성공회,,,,,low,,
st_00073,파라다이스시티호텔,527592042,http://place.map.kakao.com/527592042,37.437245732,126.4557814712,high,파라다이스시티호텔,인천 영종구 영종해안남로321번길 186
st_00074,인천문학경기장,11470762,http://place.map.kakao.com/11470762,37.4361521017,126.6906513611,high,인천문학경기장,인천 미추홀구 매소홀로 618
st_00075,써브웨이 인천송도8공구점,1087751957,http://place.map.kakao.com/1087751957,37.4160821372,126.6238723814,high,써브웨이 인천송도8공구점,인천 연수구 랜드마크로 20
st_00076,경원재 바이 워커힐,26636723,http://place.map.kakao.com/26636723,37.3914752754,126.637684222,high,경원재 바이 워커힐,인천 연수구 테크노파크로 200
st_00077,오크우드프리미어 인천 파노라믹65,492426337,http://place.map.kakao.com/492426337,37.3891398486,126.6442167242,high,오크우드프리미어인천 파노라믹65,인천 연수구 컨벤시아대로 165
st_00078,라운지25,1227723274,http://place.map.kakao.com/1227723274,37.3967753921,126.6369110886,high,라운지25,인천 연수구 센트럴로 232
st_00079,양주한국병원,622095104,http://place.map.kakao.com/622095104,37.8389043542,127.0728912722,high,양주한국병원 장례문화원,경기 양주시 화합로 1489
st_00080,모터리,1149373259,http://place.map.kakao.com/1149373259,37.8323108874,127.0747772763,high,모터리,경기 양주시 고암길 154-54
st_00081,조이마당스튜디오,1470063247,http://place.map.kakao.com/1470063247,37.8332950762,126.8034873155,high,조이마당스튜디오,경기 파주시 파주읍 봉서산로 245
st_00082,로케이션 이음,26169665,http://place.map.kakao.com/26169665,37.804034067,126.6931157526,high,로케이션 이음,경기 파주시 탄현면 새오리로286번길 48-70
st_00083,얼반웍스 스튜디오,2006994958,http://place.map.kakao.com/2006994958,37.5859562616,126.8755944031,high,얼반웍스 스튜디오,경기 고양시 덕양구 호원길 3-2
st_00084,오르다온,703697055,http://place.map.kakao.com/703697055,37.5611823123,127.4109992662,high,오르다온,경기 양평군 서종면 송골길 233
st_00085,하남돼지집 본점,26784268,http://place.map.kakao.com/26784268,37.5509732628,127.1928584141,high,하남돼지집 본점,경기 하남시 미사강변중앙로 43
st_00086,화서문,27511915,http://place.map.kakao.com/27511915,37.2850971854,127.0120841372,mid,화서문점집골목,경기 수원시 팔달구 신풍동 345
st_00087,보바스기념병원,10372942,http://place.map.kakao.com/10372942,37.3561041346,127.0985632784,high,보바스기념병원,경기 성남시 분당구 대왕판교로 155-7
st_00088,경희대학교 국제캠퍼스,25682793,http://place.map.kakao.com/25682793,37.2386982436,127.0818819114,high,경희대학교 국제캠퍼스 천문대,경기 용인시 기흥구 덕영대로 1732
st_00089,용인대장금파크,26923236,http://place.map.kakao.com/26923236,37.1216024818,127.3376127617,high,용인대장금파크 관가,경기 용인시 처인구 백암면 용천드라마길 25
st_00090,광주경찰서,8660454,http://place.map.kakao.com/8660454,37.4082672731,127.2395836909,high,광주경찰서,경기 광주시 포돌이로 135
st_00091,선향재 한옥 스튜디오,487376348,http://place.map.kakao.com/487376348,37.3828074594,127.1763932253,high,선향재 한옥 스튜디오,경기 광주시 새말길329번길 17
st_00092,당남리섬,18095904,http://place.map.kakao.com/18095904,37.395050977,127.5425716892,high,당남리섬,경기 여주시 대신면 천서리 545-5
st_00093,마임비전빌리지,12692014,http://place.map.kakao.com/12692014,37.2901943488,127.5385372244,high,마임비전빌리지,경기 여주시 세종대왕면 용은길 28
st_00094,세트장(치악산드림랜드부지),,,,,failed,,
st_00095,뮤지엄산,21674777,http://place.map.kakao.com/21674777,37.415353343,127.8237130789,high,뮤지엄산,강원특별자치도 원주시 지정면 오크밸리2길 260
st_00096,더한옥헤리티지,1742543299,http://place.map.kakao.com/1742543299,37.1994119382,128.4265862252,high,더한옥헤리티지하우스,강원특별자치도 영월군 남면 문개실길 37-200
st_00097,우암산로,,,,,low,,
st_00098,수암골전망대,26781692,http://place.map.kakao.com/26781692,36.6459384786,127.495554794,high,수암골전망대,충북 청주시 상당구 수동 81-245
st_00099,청남대,8090982,http://place.map.kakao.com/8090982,36.4628460751,127.4917653634,high,청남대,충북 청주시 상당구 문의면 청남대길 646
st_00100,백제문화단지,11447521,http://place.map.kakao.com/11447521,36.3063152681,126.9066735114,high,백제문화단지,충남 부여군 규암면 백제문로 455
st_00101,아원고택,103288568,http://place.map.kakao.com/103288568,35.9035176791,127.2446211432,high,아원고택,전북특별자치도 완주군 소양면 송광수만로 516-7
st_00102,소양고택,26417273,http://place.map.kakao.com/26417273,35.9038193398,127.2434168425,high,소양고택,전북특별자치도 완주군 소양면 송광수만로 472-23
st_00103,광한루원,12772871,http://place.map.kakao.com/12772871,35.4039187842,127.3797813648,high,광한루원,전북특별자치도 남원시 요천로 1447
st_00104,경상북도청,8182376,http://place.map.kakao.com/8182376,36.5759944098,128.5058003373,high,경상북도청,경북 안동시 풍천면 도청대로 455
st_00105,마성오픈세트장,1559185710,http://place.map.kakao.com/1559185710,36.650822476,128.0794536072,high,마성오픈세트장,경북 문경시 마성면 가은로 311-18
st_00106,예천진호국제양궁장,9266203,http://place.map.kakao.com/9266203,36.6345738006,128.4678126447,high,예천진호국제양궁장,경북 예천군 예천읍 양궁장길 38
st_00107,오릉,7973294,http://place.map.kakao.com/7973294,35.8231949525,129.2082905625,high,경주오릉,경북 경주시 포석로 907
st_00108,이순신대로(1),,,,,low,,
st_00109,이순신대로(2),,,,,low,,
st_00110,센텀서로(1),,,,,low,,
st_00111,센텀서로(2),,,,,low,,
st_00112,케이엔엔타워,,,,,low,,
st_00113,부산요트투어,499053210,http://place.map.kakao.com/499053210,35.1608530463,129.1399362429,high,부산요트투어,부산 해운대구 해운대해변로 84
st_00114,무진정,10419725,http://place.map.kakao.com/10419725,35.2554702419,128.4230932708,high,무진정,경남 함안군 함안면 괴산4길 25
st_00471,파랑새어린이집,,,,,failed,,
st_00472,청자모텔,,,,,failed,,
st_00473,"연세로,문화의거리 정류장(13324)",,,,,failed,,
st_00474,동해해물탕 골목,,,,,failed,,
st_00475,연세로5가길,,,,,low,,
st_00476,연세로7안길,,,,,low,,
st_00477,연세로4길,,,,,low,,
st_00478,연세로4길(2),,,,,low,,
st_00479,르바게트메종(폐업),,,,,failed,,
st_00481,필더필딩,,,,,low,,
st_00482,인생네컷 신촌점(폐업),,,,,failed,,
st_00485,보라매역부근,,,,,failed,,
st_00488,바이온,,,,,failed,,
st_01411,경인자동차 공업사 앞,,,,,failed,,
st_01412,미래에코지식산업센터 앞,,,,,failed,,
st_01415,공덕역주차장,,,,,low,,
st_01418,콤콤오락실 열정도점,,,,,failed,,
st_01425,산곡6구역,,,,,failed,,
st_01428,송현방앗간 앞,,,,,failed,,
st_01430,용현동 집,,,,,low,,
st_01431,수봉남로,,,,,low,,
st_01432,인천미추홀경찰서 학동지구대,,,,,failed,,
st_01434,송도랜드마크씨티1호근린공원,,,,,low,,
st_01439,송도컨벤시아 사거리,,,,,low,,
st_01441,송도국제대로,347369662,http://place.map.kakao.com/347369662,37.3740323744,126.6529847523,mid,정관장&동인비 송도국제대로본점,인천 연수구 송도국제대로 261
st_01442,서정대학교 서정관,525486741,http://place.map.kakao.com/525486741,37.8571183817,127.0375102544,high,서정대학교 서정관,경기 양주시 은현면 서정로 27
st_01447,파주행복요양원,,,,,failed,,
st_01448,한길육교,103886338,http://place.map.kakao.com/103886338,37.7270872901,126.7603095194,mid,한길육교,경기 파주시 와동동 1389
st_01450,일산호수공원선인장전시관,11127467,http://place.map.kakao.com/11127467,37.6575035974,126.7613878845,mid,고양시선인장전시관,경기 고양시 일산동구 호수로 595
st_01454,벚꽃마을 세종그라시아 옆,,,,,failed,,
st_01458,대왕판교로,,,,,low,,
st_02514,대성정밀,,,,,failed,,
st_02515,세검정초등학교 정류장(01133),,,,,low,,
st_02516,세검정초등학교 정류장(01144),,,,,low,,
st_02518,동문열쇠건물,,,,,failed,,
st_02519,정릉로8길,,,,,low,,
st_02520,강북해병대전우회,,,,,failed,,
st_02526,길주로,,,,,low,,
st_02531,송도국제대로,,,,,low,,
st_02532,남계로,,,,,low,,
st_02533,남계대교,1325875301,http://place.map.kakao.com/1325875301,38.0037328346,127.0120371623,mid,남계대교,경기 연천군 전곡읍 마포리 산 40
st_02539,새한오토바이,,,,,failed,,
st_02540,혜음로,,,,,low,,
st_02541,등원로,,,,,low,,
st_02542,옥계동 정류장(31600),,,,,failed,,
st_02543,팔송로(1),,,,,failed,,
st_02544,팔송로(2),,,,,failed,,
st_02545,문발초등학교앞,,,,,failed,,
st_02547,목동동집,,,,,low,,
st_02550,덕은로,,,,,low,,
st_02554,가평 백둔리,,,,,low,,
st_02557,북한강변,,,,,failed,,
st_02558,북한강로,,,,,low,,
st_02559,수대울길,,,,,low,,
st_02560,북한강로,,,,,low,,
st_02561,원미로149번길,,,,,low,,
st_02563,원미로155번길,,,,,low,,
st_02564,대한특공무술,,,,,failed,,
st_02565,심곡본동집,,,,,low,,
st_02570,신세대상가앞,,,,,failed,,
st_02574,신현동집,,,,,failed,,
st_02575,명동타운 정류장(32092),,,,,failed,,
st_02577,기린면집,,,,,low,,
st_02578,고성 폐리조트,,,,,failed,,
st_02579,설악금강대교로,,,,,low,,
st_02582,선사유적로,,,,,low,,
st_02585,내장호반로(1),,,,,low,,
st_02586,내장호반로(2),,,,,low,,
st_02587,캐슬라콘티넨탈,,,,,failed,,
st_02588,항만9로,,,,,low,,
st_02589,항만9로(2),,,,,low,,
st_02594,캄보디아 프놈펜,,,,,failed,,
st_02596,동아디지털미디어센터,27094841,http://place.map.kakao.com/27094841,37.5784719654,126.8933443077,high,동아디지털미디어센터 주차장,서울 마포구 매봉산로 75
st_02597,커피베이,,,,,failed,,
st_02604,다루마,,,,,failed,,
st_02801,아이티고시원,,,,,failed,,
st_02802,자매근린공원,,,,,failed,,
st_02805,철도건널목,,,,,failed,,
st_02808,백범광장버정,,,,,failed,,
st_02846,태평양물산 본사,,,,,low,,
st_02851,파크준오피스텔 뒷골목,,,,,failed,,
st_02855,알로프트 서울명동 루프탑,,,,,failed,,
st_02856,배터지는날,,,,,failed,,
st_02858,짜장나라,,,,,failed,,
st_02860,프리데카 라운지,,,,,failed,,
st_02864,아레카라운지,,,,,failed,,
st_02865,인하대학교,11160570,http://place.map.kakao.com/11160570,37.4493990964,126.6543513169,high,인하대학교 용현캠퍼스,인천 미추홀구 인하로 100
st_02866,bbrick,,,,,low,,
st_02867,참숯황소막창구이,,,,,failed,,
st_02869,조이마당(촬영장 스튜디오),,,,,failed,,
st_02873,디플랫(폐점),,,,,failed,,
st_02877,고기동 단독주택,,,,,failed,,
st_02878,명주병원,,,,,failed,,
st_02881,오크밸리 피에트분하우스,,,,,failed,,
st_02882,미래농원,,,,,low,,
st_02884,호남농약사,,,,,failed,,
st_02889,양지공인중개사,,,,,failed,,
st_02890,부부온누리약국,,,,,failed,,
st_02892,풍산읍 골목,,,,,failed,,
st_02893,구남연식품,,,,,failed,,
st_02894,신세계양품/은장상회,,,,,failed,,
st_02895,울진항수산,,,,,failed,,
st_02897,포항 북구 두호동,,,,,low,,
st_02899,한밤마을,25392559,http://place.map.kakao.com/25392559,36.0581112535,128.6515355716,mid,한밤,대구 군위군 부계면 대율리
st_02900,대율1리 정류소,,,,,failed,,
st_02904,커뮤니케이션센터,,,,,low,,
st_02906,솔빛인테리어,,,,,failed,,
st_02907,대원슈퍼,,,,,failed,,
st_02908,만석동집,,,,,low,,
st_02910,전주식당,,,,,failed,,
st_02912,송현동집,,,,,low,,
st_02913,대전슈퍼,,,,,low,,
st_02915,숭의동집1,,,,,failed,,
st_02916,숭의동집2,,,,,failed,,
st_02917,송림동집,,,,,failed,,
st_02918,한촌설렁탕,,,,,failed,,
st_02920,너없는이곳너없는하루,,,,,failed,,
st_02921,미니스톱,,,,,failed,,
st_02923,무지개약국,,,,,failed,,
st_02929,한국야쿠르트 본사,,,,,low,,
st_02931,서울 영등포구,,,,,low,,
st_02933,서울 용산구,,,,,low,,
st_02938,카페에스크,,,,,failed,,
st_02943,꼬꼬닭,,,,,failed,,
st_02944,철도건널목,,,,,failed,,
st_02947,서울 은평구,,,,,low,,
st_02949,외교부 부근,,,,,failed,,
st_02951,미니스톱,,,,,failed,,
st_02952,서울 도렴동,,,,,low,,
st_03416,생각공장데시앙플렉스,1038453872,http://place.map.kakao.com/1038453872,37.54685095,127.0653614211,high,성수생각공장 데시앙플렉스,서울 성동구 아차산로17길 49
st_03417,소피텔 앰배서더 서울 라티튜드32,,,,,failed,,
st_03421,해빛 고양고갯마루쉼터,,,,,failed,,
st_03422,참사랑어린이집,,,,,failed,,
st_03423,대당빌라,,,,,low,,
st_03429,카페라로사 앞,,,,,failed,,
st_03433,현대꽃화원,,,,,failed,,
st_03435,인터컨티넨탈 알펜시아 평창리조트,,,,,failed,,
st_03436,문화8구역(재개발지역),,,,,failed,,
st_03628,YES24 강서NC점,997172079,http://place.map.kakao.com/997172079,37.5599762568,126.8405121623,high,YES24 강서NC점,서울 강서구 강서로56길 17
st_03630,YTN 옥상정원,,,,,failed,,
st_03631,CJ ENM 구내식당,,,,,failed,,
st_03633,비엔나커피하우스 상암팬엔터점,,,,,failed,,
st_03634,월드컵북로60길,,,,,low,,
st_03639,미래하이빌,,,,,failed,,
st_03642,문래동 골목,,,,,failed,,
st_03643,일흥정공 앞,,,,,failed,,
st_03645,씨티플라자 앞,,,,,failed,,
st_03648,여의대로 IFC쪽,,,,,failed,,
st_03650,서울로인 여의도점,104844448,http://place.map.kakao.com/104844448,37.5218050224,126.9256513576,mid,서울로인 여의도점,서울 영등포구 여의나루로 50
st_03651,롯데캐슬아이비아파트 앞,,,,,failed,,
st_03654,땡땡거리꼬꼬닭,,,,,failed,,
st_03655,모아시스템 앞,,,,,failed,,
st_03656,새창로49길 지하도,,,,,failed,,
st_03659,만리재로,26523096,http://place.map.kakao.com/26523096,37.5506288667,126.9612836239,mid,만리재로,서울 마포구 공덕동 4-11
st_03661,에스헤어앞,,,,,failed,,
st_03666,을지로입구역2번출구 앞,,,,,failed,,
st_03673,서울시립대학교 대강당앞,,,,,failed,,
st_03675,파크캐슬9,,,,,failed,,
st_03677,빌라 디 메트로시티,,,,,failed,,
st_03679,잠원한강공원 제1주차장,,,,,failed,,
st_03682,복싱인사이드짐 역삼직영점,,,,,failed,,
st_03684,청담초등학교앞 버스정류장,,,,,failed,,
st_03686,도산공원.호림아트센터앞 정류장,,,,,failed,,
st_03690,삼성리,,,,,failed,,
st_03695,일리카페 롯데백화점인천점,,,,,failed,,
st_03696,롯데백화점 인천점 3층,,,,,low,,
st_03700,폐공장,,,,,failed,,
st_03708,교하정,,,,,low,,
st_03710,한류월드로,26201160,http://place.map.kakao.com/26201160,37.6604673725,126.7585110906,mid,한류월드로,경기 고양시 일산동구 장항동 1763-1
st_03713,화신프라자 앞,,,,,failed,,
st_03716,일산수목장,596087834,http://place.map.kakao.com/596087834,37.7039844152,126.8259430849,mid,일산수목장,경기 고양시 일산동구 지영로 24
st_03723,조종농협웨딩홀,,,,,failed,,
st_03726,청평호,,,,,failed,,
st_03727,정부과천청사 2주차장옆도로,,,,,low,,
st_03729,수원대학교 학군단앞 연못,,,,,failed,,
st_03738,중구종합사회복지관 앞,,,,,failed,,
st_03741,다대포해수욕장,572651120,http://place.map.kakao.com/572651120,35.0574021662,128.9727250148,mid,브라운도트호텔 다대포해수욕장점,부산 사하구 다대동로 45
st_04126,마포대교아래,,,,,failed,,
st_04130,여의도환승센터(3번승강장),,,,,failed,,
st_04131,더현대서울 정류장,,,,,failed,,
st_04132,더현대서울 YPHAUS라운지,,,,,failed,,
st_04134,페어몬트 앰배서더 서울 마리포사 앤 M29,,,,,failed,,
st_04137,더리버 옆,,,,,failed,,
st_04138,동작대교 아래,,,,,failed,,
st_04139,서울드래곤시티 랑데부,,,,,failed,,
st_04145,르가드더메인한남,,,,,failed,,
st_04146,BBM야구장,,,,,failed,,
st_04148,소파로,,,,,low,,
st_04150,앰배서더서울풀만 클럽앰배서더라운지,,,,,failed,,
st_04151,옥토버훼스트 종로점,,,,,failed,,
st_04156,우리옛돌박물관앞,,,,,failed,,
st_04158,아차산 지하차도 옆,,,,,failed,,
st_04165,더채플앳논현(CG),,,,,failed,,
st_04173,예담원 장례식장,,,,,failed,,
st_04176,더스테이지,,,,,failed,,
st_04178,서강빌딩,,,,,failed,,
st_04182,강화대교,,,,,failed,,
st_04192,오송생명로,,,,,low,,
st_04193,오송생명1로(프레스티지바이오로직스앞),,,,,failed,,
st_04199,인포 정육점식당,,,,,failed,,
st_04200,왕지3길 신안농원쪽,,,,,failed,,
st_04201,왕지3길 정부지원농산물간이집하장 쪽,,,,,failed,,
st_04202,이화동길33번길쪽,,,,,failed,,
st_04203,이화동길33번길쪽(2),,,,,failed,,
st_04204,이화동길33번길쪽(3),,,,,failed,,
st_04205,왕림리,,,,,low,,
st_04206,장항송림산림욕장,,,,,low,,
st_04210,용연길 다리,,,,,failed,,
st_04211,용연길 다리지나서,,,,,failed,,
st_04212,용연리(1),25329035,http://place.map.kakao.com/25329035,36.7773064978,128.1758889538,mid,용연,경북 문경시 문경읍 용연리
st_04213,용연리삼거리,,,,,failed,,
st_04214,용연리(2),25329035,http://place.map.kakao.com/25329035,36.7773064978,128.1758889538,high,용연,경북 문경시 문경읍 용연리
st_04215,용연리(2-2),,,,,failed,,
st_04216,용연리(3),25329035,http://place.map.kakao.com/25329035,36.7773064978,128.1758889538,high,용연,경북 문경시 문경읍 용연리
st_04217,용연리(4),25329035,http://place.map.kakao.com/25329035,36.7773064978,128.1758889538,high,용연,경북 문경시 문경읍 용연리
st_04218,용연리(5),25329035,http://place.map.kakao.com/25329035,36.7773064978,128.1758889538,high,용연,경북 문경시 문경읍 용연리
st_04219,용연리(6),25329035,http://place.map.kakao.com/25329035,36.7773064978,128.1758889538,high,용연,경북 문경시 문경읍 용연리
st_04220,용연리(7),25329035,http://place.map.kakao.com/25329035,36.7773064978,128.1758889538,high,용연,경북 문경시 문경읍 용연리
st_04221,용연리(8),25329035,http://place.map.kakao.com/25329035,36.7773064978,128.1758889538,high,용연,경북 문경시 문경읍 용연리
st_04222,위만리(1),25336532,http://place.map.kakao.com/25336532,36.6364730425,128.3029672227,mid,위만,경북 문경시 산양면 위만리
st_04223,위만리(2),25336532,http://place.map.kakao.com/25336532,36.6364730425,128.3029672227,mid,위만,경북 문경시 산양면 위만리
st_04224,위만리(3),25336532,http://place.map.kakao.com/25336532,36.6364730425,128.3029672227,high,위만,경북 문경시 산양면 위만리
st_04225,위만리(4),25336532,http://place.map.kakao.com/25336532,36.6364730425,128.3029672227,high,위만,경북 문경시 산양면 위만리
st_04226,위만리(5),25336532,http://place.map.kakao.com/25336532,36.6364730425,128.3029672227,high,위만,경북 문경시 산양면 위만리
st_04229,문희로,,,,,low,,
st_04237,사유원,1901668504,http://place.map.kakao.com/1901668504,36.0921530061,128.6811606019,mid,사유원,대구 군위군 부계면 치산효령로 1176
st_04239,Fonte de Neptuno,,,,,failed,,
st_04240,Botanischer Duftgarten,,,,,failed,,
st_04241,Schloss Sanssouci(상수시궁전),,,,,failed,,
st_04242,Charité Campus Benjamin Franklin,,,,,failed,,
st_04243,Berliner Dom(베를린 돔),,,,,failed,,
st_04244,Frankfurt (Main) Platz der Republik,,,,,failed,,
st_04245,마인강 옆,,,,,failed,,
st_04246,Eiserner Steg(아이젤너 다리),,,,,failed,,
st_04247,아이젤너 다리 앞,,,,,failed,,
st_04248,Mainuferpark süden,,,,,failed,,
st_04249,Meral Imbiss,,,,,failed,,
st_04250,Nikolassee,,,,,failed,,
st_04251,Nervenzentrum Potsdam,,,,,failed,,
st_04252,Deutschherrnbrücke,,,,,failed,,
st_04253,Mayfarthstraße,,,,,failed,,
st_04254,Goethestraße,,,,,failed,,
st_04255,Faber-Castell Flagship Store Frankfurt,,,,,failed,,
st_04256,AMRIT Restaurant Schoneberg,,,,,failed,,
st_04257,Winterfeldtstraße,,,,,failed,,
st_04258,Wochenmarkt Winterfeldtplatz,,,,,failed,,
st_04259,Spreebogen,,,,,failed,,
st_04260,Rooftop terrace at Hotel de Rome,,,,,failed,,
st_04261,Oberbaumbrücke,,,,,failed,,
st_04262,Alter St.-Matthäus-Kirchhof,,,,,failed,,
st_04263,James-Simon-Park,,,,,failed,,
st_04264,샤리테병원,,,,,failed,,
st_04265,월도프 아스토리아 베를린,,,,,failed,,
st_04266,Dircksenstraße 136-132,,,,,failed,,
st_04267,Glienicker Brücke,,,,,failed,,
st_04280,신정중앙로19길,,,,,low,,
st_04282,여의대로,,,,,low,,
st_04284,신설동1억해장국267,,,,,failed,,
st_04287,뵈르뵈르 성수본점,,,,,failed,,
st_04289,마방로10길,,,,,low,,
st_04290,언남11길,,,,,low,,
st_04291,남부순환로358길,,,,,low,,
st_04293,강남대로34길,,,,,low,,
st_04294,메가커피 양재말죽거리점앞,,,,,failed,,
st_04295,서초중앙로31길,,,,,low,,
st_04299,강남대로,,,,,low,,
st_04300,강남역사거리,8160898,http://place.map.kakao.com/8160898,37.4979521721,127.0276383484,mid,강남역사거리,서울 강남구 역삼동
st_04301,파라디이스시티 새라새,,,,,failed,,
st_04303,진궁 운중점,,,,,failed,,
st_04376,콘래드서울 37그릴앤바,,,,,low,,
st_04385,갯마을(폐업),,,,,failed,,
st_04388,BLUEMENT,,,,,failed,,
st_04391,윤숙이네감자탕,,,,,failed,,
st_04393,삼회리집,,,,,low,,
st_04398,안성추모공원,10845856,http://place.map.kakao.com/10845856,37.0980282098,127.3472181672,high,안성추모공원,경기 안성시 보개면 보삼로 319-34
st_04401,치킨플러스(폐업),,,,,failed,,
st_04403,시곡리(1),,,,,low,,
st_04404,시곡리(2),,,,,low,,
st_04407,의림지 관광안내소쪽,,,,,failed,,
st_04410,뜰906,,,,,failed,,
st_04412,의림대로사거리,,,,,low,,
st_04414,명륜로13길,,,,,low,,
st_04415,풍양로13길,,,,,low,,
st_04416,풍양로 횡단보도,,,,,failed,,
st_04418,물태리주차장,,,,,low,,
st_04419,월악산중기,,,,,low,,
