id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated
,캐셔로,Cashero,drama,이준호;김혜준;김병철,서강대교,교량/도로,서울 영등포구 여의도동 83-1,,,,,1화에서 사고가 난 버스를 배경으로 긴박한 상황이 펼쳐지는 장면,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%84%9c%ea%b0%95%eb%8c%80%ea%b5%90-15908/;https://redcrow.tistory.com/1029,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,시흥3동주민센터,공공시설,서울 금천구 시흥대로18길 40,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%8b%9c%ed%9d%a53%eb%8f%99%ec%a3%bc%eb%af%bc%ec%84%bc%ed%84%b0-15912/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,노들섬,공원/문화공간,서울 용산구 양녕로 445,,,,,1화에서 강상웅과 김민숙이 초능력 사용 비용을 계산한 뒤 쓰지 말자고 결론내리는 장면,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%eb%85%b8%eb%93%a4%ec%84%ac-15914/;https://redcrow.tistory.com/1029,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,노량대교 아래,거리,서울 동작구 흑석동 1-4,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%eb%85%b8%eb%9f%89%eb%8c%80%ea%b5%90-%ec%95%84%eb%9e%98-15915/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,동작대교,교량/도로,서울 용산구 이촌동 385,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%eb%8f%99%ec%9e%91%eb%8c%80%ea%b5%90-15916/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,녹사평역,대중교통,서울 용산구 녹사평대로 지하 195,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%eb%85%b9%ec%82%ac%ed%8f%89%ec%97%ad-15918/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,아베크부,쇼룸,서울 용산구 회나무로13가길 23-6,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%95%84%eb%b2%a0%ed%81%ac%eb%b6%80-15919/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,동대문역,대중교통,서울 종로구 종로 지하 302,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%eb%8f%99%eb%8c%80%eb%ac%b8%ec%97%ad-15922/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,창신소통공작소,문화공간,서울 종로구 창신6가길 47,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%b0%bd%ec%8b%a0%ec%86%8c%ed%86%b5%ea%b3%b5%ec%9e%91%ec%86%8c-15923/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,경희대학교 평화의전당,학교/공연장,서울 동대문구 경희대로 26,,,,,2화에서 청담호텔 결혼식 도중 화재가 나고 상웅이 사람들을 구조하는 장면,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ea%b2%bd%ed%9d%ac%eb%8c%80%ed%95%99%ea%b5%90-15926/;https://traveltodrama.com/cashero-filming-locations-map/;https://redcrow.tistory.com/1029,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,보광사,종교시설,서울 강북구 삼양로145길 176,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%eb%b3%b4%ea%b4%91%ec%82%ac-15928/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,강남역사거리,거리,서울 서초구 강남대로 399,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ea%b0%95%eb%82%a8%ec%97%ad%ec%82%ac%ea%b1%b0%eb%a6%ac-15934/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,포포인츠 바이 쉐라톤 서울 강남,호텔/숙박,서울 강남구 도산대로 203,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ed%8f%ac%ed%8f%ac%ec%9d%b8%ec%b8%a0-%eb%b0%94%ec%9d%b4%ec%89%90%eb%9d%bc%ed%86%a4-%ec%84%9c%ec%9a%b8%ea%b0%95%eb%82%a8-15935/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,더채플앳논현,예식장,서울 강남구 논현로 549,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%eb%8d%94%ec%b1%84%ed%94%8c%ec%95%b3%eb%85%bc%ed%98%84-15936/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,필경재,카페/음식점,서울 강남구 광평로 205,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ed%95%84%ea%b2%bd%ec%9e%ac-15937/;https://traveltodrama.com/cashero-filming-locations-map/;https://redcrow.tistory.com/1029,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,노만주의,카페/음식점,경기 고양시 덕양구 호국로1539번길 9-9,,,,,8화에서 빵미가 불 능력자 이화진을 찾아 카페 빵앤미로 향하는 장면,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%eb%85%b8%eb%a7%8c%ec%a3%bc%ec%9d%98-15945/;https://traveltodrama.com/cashero-filming-locations-map/;https://redcrow.tistory.com/1029,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,취선향,카페/음식점,경기 파주시 구름다리길 83-1,,,,,8화에서 변호인이 딸과 함께 식사하며 대화를 나누는 장면,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%b7%a8%ec%84%a0%ed%96%a5-15944/;https://traveltodrama.com/cashero-filming-locations-map/;https://redcrow.tistory.com/1029,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,비룡동관로,도로/자연,충북 보은군 속리산면 삼가리 산 26-5,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%eb%b9%84%eb%a3%a1%eb%8f%99%ea%b4%80%eb%a1%9c-15951/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,선샤인스튜디오,오픈세트장,충남 논산시 연무읍 봉황로 90,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%84%a0%ec%83%a4%ec%9d%b8%ec%8a%a4%ed%8a%9c%eb%94%94%ec%98%a4-15952/;https://traveltodrama.com/cashero-filming-locations-map/;https://www.cnfc.or.kr/endMovie,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,진용로,도로/자연,전북특별자치도 진안군 용담면 월계리 산 49-2,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%a7%84%ec%9a%a9%eb%a1%9c-15953/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,용담대교,교량/도로,전북특별자치도 진안군 용담면 수천리 529-6,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%9a%a9%eb%8b%b4%eb%8c%80%ea%b5%90-15954/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,용담호사진문화관,박물관/문화공간,전북특별자치도 진안군 정천면 진용로 1911,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%9a%a9%eb%8b%b4%ed%98%b8%ec%82%ac%ec%a7%84%eb%ac%b8%ed%99%94%ea%b4%80-15955/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,줄포리,마을/거리,전북특별자치도 부안군 줄포면 줄포1길 16 일대,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%a4%84%ed%8f%ac%eb%a6%ac-15956/;https://traveltodrama.com/cashero-filming-locations-map/,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,순천드라마촬영장,오픈세트장,전남 순천시 비례골길 24,,,,,,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ec%88%9c%ec%b2%9c%eb%93%9c%eb%9d%bc%eb%a7%88%ec%b4%ac%ec%98%81%ec%9e%a5-15960/;https://traveltodrama.com/cashero-filming-locations-map/;https://www.jnfilm.or.kr/web_jnfilm/jn_ldbview.php?clmsuid=15,2026-07-30
,캐셔로,Cashero,drama,이준호;김혜준;김병철,파라다이스시티 크로마,공연/문화공간,인천 영종구 영종해안남로321번길 186,,,,,5화에서 범인회의 클럽 메세나로 등장해 화려한 파티가 펼쳐지는 장면,https://kdramamap.com/location/%ec%ba%90%ec%85%94%eb%a1%9c-%ed%8c%8c%eb%9d%bc%eb%8b%a4%ec%9d%b4%ec%8a%a4%ec%8b%9c%ed%8b%b0-%ed%81%ac%eb%a1%9c%eb%a7%88-15940/;https://traveltodrama.com/cashero-filming-locations-map/;https://redcrow.tistory.com/1029,2026-07-30
