id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,선문대학교 천안캠퍼스,대학교,충남 천안시 동남구 천안대로 277,36.77045077492434,127.16425442604869,,,이한영이 재판을 내리던 대법원 외관으로 등장하는 캠퍼스 장면,https://blog.naver.com/ryu71s/224137515957;https://blog.naver.com/hsc_one1/224130074299,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,장안대학교,대학교,경기 화성시 효행구 봉담읍 삼천병마로 1182,37.213112915988276,126.94632876999857,,,서울중앙지검 외관으로 등장하는 대학 캠퍼스 장면,https://blog.naver.com/ryu71s/224137515957;https://blog.naver.com/hsc_one1/224130074299,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,라센트라 골프빌리지,기타,경기 용인시 처인구 이동읍 기흥단지로 579,37.2194071623658,127.154846656677,,,이한영 아버지가 입원한 요양원으로 등장하는 장면,https://blog.naver.com/ryu71s/224137515957;https://blog.naver.com/hsc_one1/224130074299,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,트레이드타워,오피스,서울 강남구 영동대로 511,37.5104131439667,127.061058778303,,,해날로펌이 있는 S-그룹 사옥 외관으로 등장하는 빌딩 장면,https://blog.naver.com/ryu71s/224137515957;https://blog.naver.com/hsc_one1/224130074299,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,브라이튼 여의도,아파트,서울 영등포구 국제금융로 39,37.52376023803487,126.93014502287835,,,이한영의 한강 아파트로 등장하는 주상복합 장면,https://blog.naver.com/hsc_one1/224130074299;https://blog.naver.com/buja1202/224131836456,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,서래섬·반포한강공원 잠수교,공원,서울 서초구 반포동,37.50514467674,127.013359062646,,,이한영이 생각을 정리하며 조깅하는 장면,https://blog.naver.com/ryu71s/224137515957;https://blog.naver.com/hsc_one1/224130074299,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,백빈 건널목,기타,서울 용산구 한강로3가 40-1007,37.5251123759404,126.960790003053,,,이한영이 어머니의 죽음과 자신의 선택을 떠올리며 갈등하는 철길 장면,https://blog.naver.com/ryu71s/224137515957;https://blog.naver.com/hsc_one1/224130074299,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,호텔나루서울 엠갤러리(레스토랑 부아쟁),호텔,서울 마포구 마포대로 8,37.537435984833536,126.94436944325074,,,이한영이 아내와 이혼을 이야기하는 저녁 식사 장면,https://blog.naver.com/ryu71s/224137515957;https://blog.naver.com/hsc_one1/224130074299,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,시옌(선화각),음식점,인천 남동구 인주대로 560,37.4498583314956,126.6990438304,,,극중 자주 등장하는 중식당 '선화각'의 실제 촬영지,https://blog.naver.com/hsc_one1/224166264978,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,운보의 집,관광지,충북 청주시 청원구 내수읍 형동2길 92-41,36.69223114336552,127.56510965677673,,,전직 대통령 박광토의 자택 '수오재' 외관으로 등장,https://blog.naver.com/hsc_one1/224166264978,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,공간채향,고택,경기 파주시,37.7600449967302,126.779881359268,,,수오재 관련 한옥 정원 및 안채 장면이 촬영된 한옥 촬영지,https://blog.naver.com/hanok_chaehyang/224232122497,2026-07-30
,판사 이한영,Judge Lee Han-young,drama,지성;박희순;원진아,코엑스 아셈타워,오피스,서울 강남구 영동대로 517,37.513059123227,127.059825780171,,,,https://blog.naver.com/buja1202/224131836456,2026-07-30
