id,title,place_name,place_address
mv_3201_01,신과함께-인과 연,설매재자연휴양림,경기도 양평군 옥천면 용천로 510
mv_3201_02,신과함께-인과 연,문경새재 오픈세트장,경상북도 문경시 문경읍 새재로 932
mv_3201_03,신과함께-인과 연,김룡사,경상북도 문경시 산북면 김용길 372
mv_3201_04,신과함께-인과 연,문경석탄박물관,경상북도 문경시 가은읍 왕능길 112
mv_3201_05,신과함께-인과 연,가은오픈세트장,경상북도 문경시 가은읍 왕능길 112
mv_3201_06,신과함께-인과 연,온달오픈세트장,충청북도 단양군 영춘면 온달로 23
mv_3201_07,신과함께-인과 연,화암사,강원특별자치도 고성군 토성면 화암사길 100
mv_3201_08,신과함께-인과 연,대관령 삼양라운드힐,강원특별자치도 평창군 대관령면 꽃밭양지길 708-9
mv_3201_09,신과함께-인과 연,익산교도소세트장,전북특별자치도 익산시 성당면 함낭로 207
mv_2333_01,마스터,서울중부경찰서,서울 중구 퇴계로 67
mv_2333_02,마스터,안양시청,경기 안양시 동안구 시민대로 235
mv_2333_03,마스터,트라이보울,인천 연수구 인천타워대로 250
mv_2333_04,마스터,위례터널,경기 성남시 수정구 창곡동 497-51
mv_2333_05,마스터,더케이트윈타워,서울 종로구 종로1길 50
mv_2333_07,마스터,봉은사,서울 강남구 봉은사로 531
mv_2333_08,마스터,서대문형무소역사관,서울 서대문구 통일로 251
mv_1363_01,"광해, 왕이 된 남자",문경새재 오픈세트장,경북 문경시 문경읍 새재로 1037
mv_1363_03,"광해, 왕이 된 남자",순천 낙안읍성,전라남도 순천시 낙안면 충민길 30
mv_1363_04,"광해, 왕이 된 남자",안동 옥연정사,경북 안동시 풍천면 광덕솔밭길 86
mv_1363_06,"광해, 왕이 된 남자",남원 광한루원,전북특별자치도 남원시 요천로 1447
mv_5884_02,한산: 용의 출현,흥국사,전남광주통합특별시 여수시 흥국사길 160
mv_5884_03,한산: 용의 출현,순천왜성,전남광주통합특별시 순천시 해룡면 신성리 산 1
mv_5884_04,한산: 용의 출현,전라병영성,전남광주통합특별시 강진군 병영면 성동리 137
mv_1229_02,최종병기 활,황매산,경남 합천군 가회면 둔내리 산 219
mv_1571_01,베를린,인천서구보건소,인천 서해구 탁옥로 39
mv_6302_02,베테랑2,덕만이터널,강원특별자치도 춘천시 신동면 혈동리 산 142
