id,place_name,image_url,commons_page,license,author,distance_m
st_00075,써브웨이 인천송도8공구점,,,,,
st_00473,"연세로,문화의거리 정류장(13324)",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/2014_%ED%80%B4%EC%96%B4%EB%AC%B8%ED%99%94%EC%B6%95%EC%A0%9C_%EB%B0%98%EB%8C%80%EC%A7%91%ED%9A%8C_001.jpg/960px-2014_%ED%80%B4%EC%96%B4%EB%AC%B8%ED%99%94%EC%B6%95%EC%A0%9C_%EB%B0%98%EB%8C%80%EC%A7%91%ED%9A%8C_001.jpg,https://commons.wikimedia.org/wiki/File%3A2014%20%ED%80%B4%EC%96%B4%EB%AC%B8%ED%99%94%EC%B6%95%EC%A0%9C%20%EB%B0%98%EB%8C%80%EC%A7%91%ED%9A%8C%20001.jpg,CC BY 2.0 kr,revi,19.5
st_01418,콤콤오락실 열정도점,,,,,
st_02516,세검정초등학교 정류장(01144),,,,,
st_02569,부림공원,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Gwanyang_2-dong_Community_Service_Center%2C_Photographed_from_the_Hyeonmi_apt.jpg/960px-Gwanyang_2-dong_Community_Service_Center%2C_Photographed_from_the_Hyeonmi_apt.jpg,https://commons.wikimedia.org/wiki/File%3AGwanyang%202-dong%20Community%20Service%20Center%2C%20Photographed%20from%20the%20Hyeonmi%20apt.jpg,CC BY 4.0,고려,125.3
st_02585,내장호반로(1),,,,,
st_02590,이화석재무역,,,,,
st_02807,별장아파트,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Hoehyeondong_1%28il%29-ga%2C_Jung-gu%2C_Seoul%2C_South_Korea_-_panoramio.jpg/960px-Hoehyeondong_1%28il%29-ga%2C_Jung-gu%2C_Seoul%2C_South_Korea_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File%3AHoehyeondong%201%28il%29-ga%2C%20Jung-gu%2C%20Seoul%2C%20South%20Korea%20-%20panoramio.jpg,CC BY-SA 3.0,::::=UT=::::,145.5
st_06911,별장아파트,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Hoehyeondong_1%28il%29-ga%2C_Jung-gu%2C_Seoul%2C_South_Korea_-_panoramio.jpg/960px-Hoehyeondong_1%28il%29-ga%2C_Jung-gu%2C_Seoul%2C_South_Korea_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File%3AHoehyeondong%201%28il%29-ga%2C%20Jung-gu%2C%20Seoul%2C%20South%20Korea%20-%20panoramio.jpg,CC BY-SA 3.0,::::=UT=::::,145.5
st_02871,너에게 반하다,,,,,
st_02919,명인빌딩,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/%EC%9D%B8%EC%B2%9C%EC%A7%80%EB%B0%A9%EA%B2%80%EC%B0%B0%EC%B2%AD_2024.jpg/960px-%EC%9D%B8%EC%B2%9C%EC%A7%80%EB%B0%A9%EA%B2%80%EC%B0%B0%EC%B2%AD_2024.jpg,https://commons.wikimedia.org/wiki/File%3A%EC%9D%B8%EC%B2%9C%EC%A7%80%EB%B0%A9%EA%B2%80%EC%B0%B0%EC%B2%AD%202024.jpg,CC BY-SA 4.0,Narubaru7,65.9
st_03637,W락볼링장,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Shui_jiao_1.jpg/960px-Shui_jiao_1.jpg,https://commons.wikimedia.org/wiki/File%3AShui%20jiao%201.jpg,CC BY 2.0,lazy fri13th,89.1
st_03648,여의대로 IFC쪽,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Rolls-Royce_Phantom_VIII_EWB_Series_II_Dark_Emerald_%2817%29.jpg/960px-Rolls-Royce_Phantom_VIII_EWB_Series_II_Dark_Emerald_%2817%29.jpg,https://commons.wikimedia.org/wiki/File%3ARolls-Royce%20Phantom%20VIII%20EWB%20Series%20II%20Dark%20Emerald%20%2817%29.jpg,CC BY-SA 4.0,Damian B Oh,22.3
st_03736,계성학교 핸더슨관,,,,,
st_04379,남산타워,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/%40_Seoul_Tower_-_panoramio.jpg/960px-%40_Seoul_Tower_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File%3A%40%20Seoul%20Tower%20-%20panoramio.jpg,CC BY-SA 3.0,::::=UT=::::,11.8
st_08639,남산타워,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/%40_Seoul_Tower_-_panoramio.jpg/960px-%40_Seoul_Tower_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File%3A%40%20Seoul%20Tower%20-%20panoramio.jpg,CC BY-SA 3.0,::::=UT=::::,11.8
st_12198,남산타워,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/%40_Seoul_Tower_-_panoramio.jpg/960px-%40_Seoul_Tower_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File%3A%40%20Seoul%20Tower%20-%20panoramio.jpg,CC BY-SA 3.0,::::=UT=::::,11.8
st_17961,남산타워,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/%40_Seoul_Tower_-_panoramio.jpg/960px-%40_Seoul_Tower_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File%3A%40%20Seoul%20Tower%20-%20panoramio.jpg,CC BY-SA 3.0,::::=UT=::::,11.8
st_04382,하나로마트 창동점,,,,,
st_04390,인스파이어리조트,,,,,
st_05075,파고다기원,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Intersection_of_Donhwamun-ro_sipil-gil_and_Supyo-ro.jpg/960px-Intersection_of_Donhwamun-ro_sipil-gil_and_Supyo-ro.jpg,https://commons.wikimedia.org/wiki/File%3AIntersection%20of%20Donhwamun-ro%20sipil-gil%20and%20Supyo-ro.jpg,CC BY-SA 4.0,Tristan Surtel,27.7
st_05121,천수천왕굿당,,,,,
st_05159,here365 팬션,,,,,
st_05213,인천의료원 앞 횡단보도,,,,,
st_05249,피케이엠북스앞,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Jeukseok-tteok-bokki-bokkeum-bap_1.jpg/960px-Jeukseok-tteok-bokki-bokkeum-bap_1.jpg,https://commons.wikimedia.org/wiki/File%3AJeukseok-tteok-bokki-bokkeum-bap%201.jpg,CC BY-SA 2.0,bryan...,13.6
st_05379,독막로,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Seoul-metro-623-Sangsu-station-entrance-1-20191022-080026.jpg/960px-Seoul-metro-623-Sangsu-station-entrance-1-20191022-080026.jpg,https://commons.wikimedia.org/wiki/File%3ASeoul-metro-623-Sangsu-station-entrance-1-20191022-080026.jpg,CC BY-SA 4.0,LERK,88.5
st_05397,일산로441번길,,,,,
st_05921,레몬비 노원점,,,,,
st_05924,길고시텔,,,,,
st_06001,낙원주택,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Korail-K314-Hongik-university-station-entrance-7-20191023-080740.jpg/960px-Korail-K314-Hongik-university-station-entrance-7-20191023-080740.jpg,https://commons.wikimedia.org/wiki/File%3AKorail-K314-Hongik-university-station-entrance-7-20191023-080740.jpg,CC BY-SA 4.0,LERK,65.8
st_06051,자작도해수욕장,,,,,
st_06384,영문빌딩,,,ERR:HTTPError,,
st_06392,리버힐스파 웰니스센터,,,,,
st_17462,리버힐스파 웰니스센터,,,,,
st_06414,이노88타워,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Imperial_examination_of_Joseon_in_Unhyeongung.jpg/960px-Imperial_examination_of_Joseon_in_Unhyeongung.jpg,https://commons.wikimedia.org/wiki/File%3AImperial%20examination%20of%20Joseon%20in%20Unhyeongung.jpg,CC BY-SA 3.0,Choi2451,15.5
st_06472,대산동한주종택,,,,,
st_06773,후암동집,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/On_set_filming_location.jpg/960px-On_set_filming_location.jpg,https://commons.wikimedia.org/wiki/File%3AOn%20set%20filming%20location.jpg,CC BY-SA 4.0,Ajvarsak,99.5
st_06910,후암동집,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/On_set_filming_location.jpg/960px-On_set_filming_location.jpg,https://commons.wikimedia.org/wiki/File%3AOn%20set%20filming%20location.jpg,CC BY-SA 4.0,Ajvarsak,99.5
st_11493,후암동집,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/On_set_filming_location.jpg/960px-On_set_filming_location.jpg,https://commons.wikimedia.org/wiki/File%3AOn%20set%20filming%20location.jpg,CC BY-SA 4.0,Ajvarsak,99.5
st_06909,뚝섬로,,,,,
st_06976,서혜원,,,,,
st_07400,퇴계로20길,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/2015-03-23_15.04.16_%EC%B5%9C%EA%B4%91%EB%AA%A8.jpg/960px-2015-03-23_15.04.16_%EC%B5%9C%EA%B4%91%EB%AA%A8.jpg,https://commons.wikimedia.org/wiki/File%3A2015-03-23%2015.04.16%20%EC%B5%9C%EA%B4%91%EB%AA%A8.jpg,CC0,최광모 (Choe Kwangmo),41.5
st_07419,모아주방설비,,,,,
st_07429,진닭강정 앞,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Pasta_made_by_a_restaurant_named_%EC%97%B4%EB%91%90%EB%8B%AC.jpg/960px-Pasta_made_by_a_restaurant_named_%EC%97%B4%EB%91%90%EB%8B%AC.jpg,https://commons.wikimedia.org/wiki/File%3APasta%20made%20by%20a%20restaurant%20named%20%EC%97%B4%EB%91%90%EB%8B%AC.jpg,CC BY-SA 4.0,Ch sj,28.7
st_07485,당진우리병원,,,,,
st_07491,대천요양원,,,,,
st_07743,양지파인빌 A동,,,,,
st_07745,서정리 장례식장,,,,,
st_08456,5500012카페,,,,,
st_08632,틈,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Covered_car_in_an_alley_in_Yeonnam-dong%2C_Mapo-gu%2C_Seoul.jpg/960px-Covered_car_in_an_alley_in_Yeonnam-dong%2C_Mapo-gu%2C_Seoul.jpg,https://commons.wikimedia.org/wiki/File%3ACovered%20car%20in%20an%20alley%20in%20Yeonnam-dong%2C%20Mapo-gu%2C%20Seoul.jpg,CC BY 2.0,Paul Keller,68.9
st_08701,서대전지구대,,,,,
st_08986,송도아울렛,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Triple_street.jpg/960px-Triple_street.jpg,https://commons.wikimedia.org/wiki/File%3ATriple%20street.jpg,CC0,dongil0324,120.3
st_09548,화홍마트,,,ERR:HTTPError,,
st_09550,K3마트앞,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Dongbuk_%28Northeastern_Guard_Pavilion%29.jpg/960px-Dongbuk_%28Northeastern_Guard_Pavilion%29.jpg,https://commons.wikimedia.org/wiki/File%3ADongbuk%20%28Northeastern%20Guard%20Pavilion%29.jpg,CC0,Bernard Gagnon,96.7
st_10222,약산길,,,,,
st_10230,거북섬로,,,,,
st_10350,해맞이로46번길,,,,,
st_10354,구평리집,,,ERR:HTTPError,,
st_10842,동대문신발상가,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Emart_24_in_Cheonggye_6_ga_underground_shopping_centre_-_%EC%9D%B4%EB%A7%88%ED%8A%B824_%EB%8F%99%EB%8C%80%EB%AC%B8%EC%A0%90.jpg/960px-Emart_24_in_Cheonggye_6_ga_underground_shopping_centre_-_%EC%9D%B4%EB%A7%88%ED%8A%B824_%EB%8F%99%EB%8C%80%EB%AC%B8%EC%A0%90.jpg,https://commons.wikimedia.org/wiki/File%3AEmart%2024%20in%20Cheonggye%206%20ga%20underground%20shopping%20centre%20-%20%EC%9D%B4%EB%A7%88%ED%8A%B824%20%EB%8F%99%EB%8C%80%EB%AC%B8%EC%A0%90.jpg,CC BY-SA 4.0,RyuMinjoo,39.4
st_11224,증산로13가길(3),,,,,
st_11288,카페게이트 남원점,,,,,
st_11491,수금속,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Mullae-dong_cityscape.jpg/960px-Mullae-dong_cityscape.jpg,https://commons.wikimedia.org/wiki/File%3AMullae-dong%20cityscape.jpg,CC BY-SA 4.0,Minseong Kim,44.2
